[検索条件]従業員数：10~20・20~50・50~300.設立年数：11~30.業態：BtoB・BtoC.業界：IT業界の会社・Webサービス・アプリ運営業界の会社.小売業界の会社・自社型eコマース業界の会社.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ヤザワミート,やざわみーと,稲田智己,http://www.kuroge-wagyu.com,-,8010401066912,2007年1月,-,未上場,-,-,1,25,-,13,-,黒毛和牛の卸売やハンバーグ店などの飲食店運営を手掛ける会社,食品業界の会社,食肉業界の会社,小売業界の会社・外食業界の会社,自社型eコマース業界の会社・焼肉・ステーキ店業界の会社・洋食・レストラン業界,弁当販売・牛肉卸売・弁当製造・食肉加工品（ソーセージ・ベーコン・ハム等）販売・ステーキ店運営・食肉加工・焼肉店運営・ハンバーガー店運営・弁当屋運営・牛肉販売・食肉加工品（ソーセージ・ベーコン・ハム等）製造,BtoB　BtoC,未計算,東京都港区白金３丁目１番１号第一麻布ビル３０１,108-0072,東京都,港区白金３丁目１番１号第一麻布ビル３０１,03-3280-1729,03-3280-1729,info@gokuniku.com,-
有限会社ガルニ,がるに,古谷真一郎,http://www.garni.co.jp/,http://www.garni.co.jp/contact,2011002027482,1997年12月,-,未上場,3000000,345000000,1,24,-,4,3月,シルバーアクセサリーブランド「GARNI」などの運営を行う会社,アパレル・美容業界の会社,メンズアパレルメーカー業界の会社,アパレル・美容業界の会社・小売業界の会社,キッズアパレルメーカー業界の会社・レディースアパレルメーカー業界の会社・ジュエリー製造業界の会社・自社型eコマース業界の会社,皮革製品販売・アクセサリー製造・アクセサリー販売・ベビー用品販売,BtoC　BtoB,未計算,東京都渋谷区恵比寿西１丁目１８－３フルービュー５階,150-0021,東京都,渋谷区恵比寿西１丁目１８－３フルービュー５階,03-3770-4554,-,info@garni.co.jp,-
株式会社アントレンド,あんとれんど,木村隆行,https://www.entrend.net/,https://www.entrend.net/index.php/contact_form/,4010401048600,2002年10月,-,未上場,25000000,365000000,1,24,-,-,9月,原材料管理システム「M-Quick」などのソフトウェア・システム開発を行う会社,未分類,未分類,IT業界の会社・人材業界の会社,システム受託開発業界の会社・製造業・技術系人材派遣業界の会社・Webサービス・アプリ運営業界の会社・人材紹介業界の会社,営業支援システム開発・生産管理システム開発・流通システム開発・エンジニア派遣・Webシステム開発,BtoB,未計算,東京都港区芝浦２丁目１４番１３号（ＭＣＫ芝浦ビル６階）,108-0023,東京都,港区芝浦２丁目１４番１３号（ＭＣＫ芝浦ビル６階）,03-5444-2500,03-5444-2520,otoiawase@entrend.net,-
株式会社ナランハ,ならんは,中嶋潤一郎,http://www.naranja.co.jp/juggling,https://www.naranja.co.jp/juggling/inquiries,4011401011085,1999年6月,-,未上場,10000000,-,1,24,1,-,-,「ジャグリングショップ ナランハ」の運営を行う会社,小売業界の会社,その他小売業界の会社,小売業界の会社,自社型eコマース業界の会社,書籍販売・遊具販売・DVD販売,BtoC,未計算,東京都板橋区板橋１丁目５３番１０号柏瀬マンション１Ｅ,173-0004,東京都,板橋区板橋１丁目５３番１０号柏瀬マンション１Ｅ,03-3962-1889,-,-,-
株式会社キュリオカプセル,きゅりおかぷせる,中村亙児,https://curio-capsule.co.jp/,https://curio-capsule.co.jp/contact.cgi,3010401066396,2004年7月,-,未上場,10000000,-,1,24,-,-,6月,業務システムや携帯アプリの開発およびネットワークワーク構築などを行う会社,IT業界の会社,システム受託開発業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社・ITインフラ業界の会社,システムコンサルティング・販売管理システム開発・ネットワーク構築・顧客管理システム開発・Webシステム開発・スマートフォンアプリ開発,BtoB,未計算,東京都港区赤坂２丁目１０番１４号,107-0052,東京都,港区赤坂２丁目１０番１４号,03-5549-2256,03-5549-2257,-,recruit@curio-capsule.jp
株式会社エムエスティ,えむえすてぃ,土田弘之,http://www.maruwagroup.co.jp,http://www.maruwagroup.co.jp/inquiry/index.html,8010601025684,1993年11月,-,未上場,10000000,-,1,24,1,2,-,輸入家具店やサロンおよび物流センターの運営などを行う会社,小売業界の会社,家具販売業界の会社,アパレル・美容業界の会社・運輸・物流業界の会社・小売業界の会社,エステサロン業界の会社・倉庫運営業界の会社・自社型eコマース業界の会社・輸入雑貨販売業界の会社,骨董品・アンティーク販売・流通システム開発・輸入インテリア・家具販売・リラクゼーションサロン運営・品質検査・物流代行・業務システム運用支援,BtoC　BtoB,未計算,東京都墨田区菊川２丁目９番１２号十字ビル５階,130-0024,東京都,墨田区菊川２丁目９番１２号十字ビル５階,03-3632-7003,03-3632-7004,-,-
株式会社ソキュアス,そきゅあす,川近充,http://www.socueus.com/,http://www.socueus.com/otoiawase.php,9010101004345,2000年7月,-,未上場,35000000,-,1,24,-,-,-,中小企業向け専門Web販売サイトの立ち上げ・運営代行を行う会社,小売業界の会社,自社型eコマース業界の会社,未分類,未分類,Webサイト運営代行・Webマーケティング支援,BtoB,未計算,東京都八王子市明神町４丁目７番１５号落合ビル,192-0046,東京都,八王子市明神町４丁目７番１５号落合ビル,042-631-1422,042-631-1455,-,-
株式会社ユニオンワークス,ゆにおんわーくす,中川一康,https://www.union-works.co.jp/,-,4011002022069,1999年10月,-,未上場,10000000,-,-,24,1,6,-,高級靴の修理やサイズ調整などを行う会社,アパレル・美容業界の会社,靴製造・修理業界の会社,小売業界の会社,メンズアパレルショップ業界の会社・自社型eコマース業界の会社,かばん・バッグ修理・かばん・バッグ販売・靴修理・時計販売,BtoB　BtoC,未計算,東京都渋谷区桜丘町２２番２０号,150-0031,東京都,渋谷区桜丘町２２番２０号,044-829-4447,044-822-4410,-,-
株式会社ムシカゴグラフィクス,むしかごぐらふぃくす,鈴木俊文,http://www.musicago.com/,http://log.musicago.jp/archives/173,8011101041668,2006年6月,-,未上場,6400000,-,2,24,-,-,-,雑誌や広告のグラフィックデザインやWebサイト制作を行う会社,広告業界の会社,その他広告業界の会社,その他サービス業界の会社・IT業界の会社,Web制作業界の会社・Webサービス・アプリ運営業界の会社,グラフィックデザイン・雑誌広告制作,BtoB,未計算,東京都新宿区新小川町１番１４号飯田橋リープレックスビズ３階,162-0814,東京都,新宿区新小川町１番１４号飯田橋リープレックスビズ３階,03-6808-2426,03-3235-0161,-,-
株式会社ホットライン,ほっとらいん,新田智之,https://1hotline.net/index.html,https://1hotline.net/contact.html,2010001104318,2000年12月,-,未上場,10000000,-,1,24,-,-,-,Webコンサルティングやサイトの運営を行う会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,コンサルティング業界の会社・広告業界の会社・IT業界の会社,販売促進コンサルティング業界の会社・インターネット広告代理店業界の会社・Webサービス・アプリ運営業界の会社・Webマーケティング業界の会社,ECサイト構築,BtoB,未計算,東京都千代田区神田須田町２丁目２番５号,101-0041,東京都,千代田区神田須田町２丁目２番５号,03-5295-5627,03-5295-5628,-,-
株式会社ドゥマン,どぅまん,池田俊弘,http://demain-corp.jp/,https://ssl-plus.form-mailer.jp/fms/d03b05c61333,8050001031560,1995年9月,-,未上場,100000000,950000000,2,24,-,-,-,Web取り寄せ食品通販サイト「オーガニックサイバーストア」の運営を行う会社,小売業界の会社,自社型eコマース業界の会社,未分類,未分類,青果販売・パン販売・酒類販売,BtoC,未計算,東京都台東区台東３丁目１５番１号,110-0016,東京都,台東区台東３丁目１５番１号,03-5807-1801,03-5807-1802,-,-
株式会社ヘヤゴト,へやごと,宮島一郎,https://heyagoto.co.jp/,https://heyagoto.co.jp/inquiry.html,5010401093802,2004年12月,-,未上場,44600000,-,1,24,-,-,-,セールイベント情報を提供するWebサイトを運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webマーケティング支援,BtoC,未計算,東京都品川区東五反田５丁目２１番１５号,141-0022,東京都,品川区東五反田５丁目２１番１５号,03-5422-6220,03-5422-6225,info@heyagoto.co.jp,-
株式会社ジエンジサービス,じえんじさーびす,宋齊鎬,http://www.gngs.co.jp/,-,2010601036448,2008年1月,-,未上場,20000000,-,1,23,-,-,-,ソフトウェアやアプリ開発およびモバイルコンテンツ制作を行う会社,IT業界の会社,システム受託開発業界の会社,その他サービス業界の会社・IT業界の会社,Web制作業界の会社・Webサービス・アプリ運営業界の会社,顧客管理システム開発・顧客管理システム卸売・金融機関向けシステム開発・スマートフォンアプリ開発・ソフトウェア販売,BtoB,未計算,東京都港区芝浦３丁目１５番２号,108-0023,東京都,港区芝浦３丁目１５番２号,03-6435-0349,03-6435-0359,master@gngs.co.jp,recruit@gngs.co.jp
株式会社ＮＬＮジャパン,えぬえるえぬじゃぱん,奥野浩利,http://xn--dckudrdg.com/,http://xn--dckudrdg.com/inquiry,1011101062943,2003年10月,-,未上場,20000000,-,1,23,-,-,-,医療施設などの口コミ情報Webサイト「メディモ」の運営などを行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,医療情報提供,BtoB,未計算,東京都新宿区西新宿６丁目６番３号,160-0023,東京都,新宿区西新宿６丁目６番３号,03-5909-2020,-,medimo@nln.co.jp,-
株式会社エボレックス,えぼれっくす,喜岡賢治,-,-,7011001031893,1999年4月,-,未上場,10000000,454000000,1,23,-,-,-,携帯メール転送、フィルタリングシステムなどのWebシステムの開発を行う会社,IT業界の会社,システム開発業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,Webシステム開発,BtoB,未計算,東京都渋谷区幡ヶ谷２丁目２１番４号幡ケ谷第一生命ビル６階,151-0072,東京都,渋谷区幡ヶ谷２丁目２１番４号幡ケ谷第一生命ビル６階,-,-,-,-
株式会社スクワッド,すくわっど,山田泰,http://www.golazo.jp,http://www.golazo.jp/contact/,3011001042837,2004年7月,-,未上場,207250000,-,1,23,-,-,-,サッカー専門新聞「エル・ゴラッソ」を発行する会社,マスコミ業界の会社,新聞業界の会社,IT業界の会社・マスコミ業界の会社,Webサービス・アプリ運営業界の会社・書籍出版業界の会社,業界専門誌制作,BtoB　BtoC,未計算,東京都渋谷区東１丁目２６番２０号,150-0011,東京都,渋谷区東１丁目２６番２０号,0120-67-4946,-,-,-
有限会社エスフィーダ,えすふぃーだ,近藤博幸,http://sfidajp.com/index.html,http://sfidajp.com/04.html,7011302001587,2000年4月,-,未上場,3000000,-,1,23,-,-,-,店舗やWebショップにて、アパレルブランド販売代行を行っている会社,人材業界の会社,その他業務請負業界の会社,小売業界の会社・コンサルティング業界の会社,メンズアパレルショップ業界の会社・レディースアパレルショップ業界の会社・経営コンサルティング業界の会社・自社型eコマース業界の会社,営業代行・アパレル製品企画・開発,BtoB　BtoC,未計算,東京都杉並区大宮１丁目３番１７号,168-0061,東京都,杉並区大宮１丁目３番１７号,03-5376-4387,03-5376-4388,h.office@sfidajp.com,-
株式会社サイバーガジェット,さいばーがじぇっと,加藤貴章,https://www.cybergadget.co.jp/,https://www.cybergadget.co.jp/contact/inquiry.html,8010001140357,2000年7月,-,未上場,80000000,-,1,23,-,-,-,「レトロフリーク」「コードフリーク」などゲーム周辺機器の輸入および販売を行う会社,ゲーム業界の会社,その他ゲーム業界の会社,IT業界の会社・小売業界の会社,システム開発業界の会社・自社型eコマース業界の会社,ゲーム周辺機器販売・家庭用ゲーム機販売・ゲーム周辺機器製造,BtoC,未計算,東京都千代田区外神田５丁目１番１５号,101-0021,東京都,千代田区外神田５丁目１番１５号,03-5688-4654,03-5688-4188,support@cybergadget.co.jp,-
有限会社ＷＥ　ＷＩＬＬ,うぃーうぃる,神谷和孝,http://wewill.co.jp/wordpress/,http://wewill.co.jp/?page_id=474,7010802019321,2005年8月,-,未上場,3000000,-,2,23,-,-,-,Webシステムおよびモバイルアプリ開発事業を行う会社,IT業界の会社,システム開発業界の会社,コンサルティング業界の会社・IT業界の会社,ITコンサルティング業界の会社 ・その他コンサルティング業界の会社・Webサービス・アプリ運営業界の会社,Webシステム開発・スマートフォンアプリ開発・画像処理・モバイルシステム開発・サーバー運用,BtoB,未計算,東京都大田区池上１丁目２７番９号,146-0082,東京都,大田区池上１丁目２７番９号,03-5748-1908,03-5748-1908,wewill@wewill.co.jp,-
株式会社アイランドユニヴァース,あいらんどゆにう゛ぁーす,村山幸三,http://www.cccross.com/,-,6011001056553,2003年10月,-,未上場,25000000,-,1,23,-,-,-,「C.C.CROSS」などのレディースブランドを展開する会社,アパレル・美容業界の会社,レディースアパレルメーカー業界の会社,小売業界の会社,自社型eコマース業界の会社,商品企画・通信販売,BtoB　BtoC,未計算,東京都渋谷区桜丘町２１番２号,150-0031,東京都,渋谷区桜丘町２１番２号,03-5457-7360,-,-,-
株式会社パセリ,ぱせり,鈴木稔,https://paseli.co.jp,https://paseli.co.jp/contact/,4010001083576,1998年2月,-,未上場,21000000,500420000,4,23,-,-,12月,資格取得のためのスクール紹介サイトの運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,総合コンサルティング業界の会社,介護事業コンサルティング・Webマーケティング支援,BtoC　BtoB,未計算,東京都千代田区麹町４丁目１番５号,102-0083,東京都,千代田区麹町４丁目１番５号,03-3230-8471,03-3230-8470,information@paseli.co.jp,-
株式会社トライポッド,とらいぽっど,菅野武,http://www.tri-pod.co.jp/,http://www.tri-pod.co.jp/contact/,1011601014015,2008年3月,-,未上場,3000000,-,1,23,-,-,-,オリジナルグッズ制作メーカー「NICO FACTORY」を運営している会社,生活用品業界の会社,雑貨製造業界の会社,小売業界の会社,雑貨販売業界の会社・自社型eコマース業界の会社,ボールペン販売・グッズ制作・販促品（ノベルティ等）製作・オリジナルTシャツ制作・シャツ販売・販促品（ノベルティ等）販売,BtoC　BtoB,未計算,東京都練馬区上石神井１丁目１６番９号,177-0044,東京都,練馬区上石神井１丁目１６番９号,03-5903-7188,03-5903-7189,-,-
株式会社カークスヴィル,かーくす?ぃる,沼田啓助,http://www.kirksville.co.jp/,-,3011001047613,2003年11月,-,未上場,-,-,1,23,-,-,-,エンターテイメント系のWebサイトを製作する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,-,BtoB,未計算,東京都渋谷区神宮前５丁目２９－７,150-0001,東京都,渋谷区神宮前５丁目２９－７,03-5774-5980,-,info@kirksville.co.jp,-
株式会社マスターピース,ますたーぴーす,吉川裕治,https://www.masterpiece.co.jp/,https://www.masterpiece.co.jp/#contact,7011101058003,1992年2月,-,未上場,21000000,-,1,23,-,-,-,クラウドにおけるシステムの構築やゲームアプリケーションの開発などを行う会社,IT業界の会社,システム受託開発業界の会社,ゲーム業界の会社・IT業界の会社,ソーシャルゲーム業界の会社・Webサービス・アプリ運営業界の会社・クラウド・フィンテック業界の会社,業務システム運用支援・クラウド開発・スマートフォンアプリ開発・Webシステム開発・ECサイト管理システム運営・ECサイト構築・クラウドサービス提供,BtoB,未計算,東京都新宿区百人町２丁目２７番７号,169-0073,東京都,新宿区百人町２丁目２７番７号,03-5338-3015,03-5338-3014,-,-
ジェイウェル株式会社,じぇいうぇる,田代喜望,https://www.jwell.co.jp/index.html,https://www.jwell.co.jp/contact/contact01.html,9012401013579,2000年1月,-,未上場,95000000,-,1,23,-,-,-,アクセサリーやジュエリー等のギフトの通信販売を手掛ける会社,小売業界の会社,ジュエリーショップ業界の会社,小売業界の会社,モール型eコマース業界の会社・雑貨販売業界の会社・レディースアパレルショップ業界の会社・自社型eコマース業界の会社,梱包・ギフト・贈答品販売・アクセサリー販売,BtoC,未計算,東京都三鷹市下連雀３丁目３８番４号,181-0013,東京都,三鷹市下連雀３丁目３８番４号,0422-72-5800,0422-72-5801,-,-
株式会社ワンダーワークス,わんだーわーくす,植本晋輔,http://www.wonderworks.co.jp/,https://atvps.at-smart.ne.jp/~wonderw/contact/index.html,2011501010848,1997年9月,-,未上場,15000000,-,1,23,-,-,-,美容グッズ、医療機器、雑貨などの販売及び、Webシステムの構築などを行う会社,小売業界の会社,自社型eコマース業界の会社,商社業界の会社・その他サービス業界の会社,医療機器・器具専門商社業界の会社・デザイン業界の会社,医療用消耗品・衛生材料（ガーゼ・マスク・サージカルテープ等）販売・照明設備工事・医療機器販売・映像設備工事・音響工事,BtoC　BtoB,未計算,東京都北区滝野川５丁目５番５号,114-0023,東京都,北区滝野川５丁目５番５号,03-3915-7510,03-3915-7690,info@wonderworks.co.jp,-
株式会社モブキャストホールディングス,もぶきゃすとほーるでぃんぐす,藪考樹,https://mobcast.co.jp/,https://mobcast.co.jp/contact/,4010701024945,2004年3月,"藪考樹[代表取締役社長CEO],  佐武利治[取締役CFO/管理本部長],  杉野範和[取締役/アライアンス本部長],  前田英樹[取締役/MSGD本部長],  海老根智仁[取締役/最高顧問],  谷本勲[取締役],  高瀬明[常勤監査役],  内藤篤[監査役],  角田博昭[監査役], ",東証マザーズ,2567822000,1985916000,1,23,-,-,12月,ゲームポータルサイト「mobcast」を通じてゲーム提供を行う会社,ゲーム業界の会社,ソーシャルゲーム業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,スマートフォンアプリ開発・グループ会社運営・オンラインゲーム運営,BtoB,未計算,東京都港区六本木６丁目８番１０号,106-0032,東京都,港区六本木６丁目８番１０号,03-5414-6830,-,-,saiyou@mobcast.jp
株式会社ピーバンドットコム,ぴーばんどっとこむ,田坂正樹,https://www.p-ban.com/,https://www.p-ban.com/form/contact_form.html,9010001131479,2002年4月,-,東証１部,160605000,2106955000,1,23,-,-,3月,プリント基板の製造・販売を行う会社,機械業界の会社,電子部品製造業界の会社,人材業界の会社・小売業界の会社・IT業界の会社・コンサルティング業界の会社,個人向けセミナー業界・自社型eコマース業界の会社・Webサービス・アプリ運営業界の会社・その他コンサルティング業界の会社,Webサイト運営代行・プリント基板製造・セミナー運営・CAD設計・プリント基板販売・プリント基板設計・治具製造,BtoB,未計算,東京都千代田区五番町１４番地国際中正会館１０Ｆ,102-0076,東京都,千代田区五番町１４番地国際中正会館１０Ｆ,03-3261-3431,03-3261-3432,office@p-ban.com,-
株式会社ＳＢＹ,えすびーわい,奥田泰司,https://www.sby.co.jp/,https://www.sby.co.jp/contact,4010401098645,1998年5月,-,未上場,65000000,-,1,22,-,2,-,「SBY SHIBUYA109店」等を運営し、化粧品や雑貨等を販売する会社,生活用品業界の会社,日用品・雑貨販売業界の会社,小売業界の会社・アパレル・美容業界の会社,自社型eコマース業界の会社・レディースアパレルショップ業界の会社・化粧品販売業界の会社,Webマーケティング支援・マーケティング支援・つけまつげ販売・アクセサリー販売・プロモーション企画・ブランディング・スキンケア用品販売・化粧品販売・スマホ周辺機器・スマホアクセサリー販売・ファッション通販サイト運営・店舗プロデュース,BtoC　BtoB,未計算,東京都渋谷区宇田川町14-13宇田川町ビルディング3階,150-0042,東京都,渋谷区宇田川町14-13宇田川町ビルディング3階,03-6855-8590,03-6855-8591,-,-
株式会社ルーツ,るーつ,高橋清馬,http://www.root-s.jp,http://www.root-s.jp/contact/,3010001104151,2003年9月,-,未上場,10000000,-,1,22,-,2,-,ECショップ「ララフラ」などの運営を行う会社,小売業界の会社,雑貨販売業界の会社,食品業界の会社・小売業界の会社・医療・福祉業界の会社,健康食品業界の会社・レディースアパレルショップ業界の会社・化粧品販売業界の会社・自社型eコマース業界の会社・高齢者向け福祉業界の会社,デイサービス事業所運営・訪問マッサージ・健康食品製造・化粧品販売・化粧品開発・健康食品販売,BtoC,未計算,東京都中央区日本橋兜町２１番４号,103-0026,東京都,中央区日本橋兜町２１番４号,03-6303-6390,03-6303-6389,info@root-s.jp,-
株式会社インフォラボ,いんふぉらぼ,斎藤隆夫,http://www.info-lab.co.jp/,http://www.info-lab.co.jp/#contact,1010701012119,1998年2月,-,未上場,14000000,190000000,1,22,-,-,-,業務アプリ開発やコンサルティングなどを行う会社,IT業界の会社,システム開発業界の会社,コンサルティング業界の会社・小売業界の会社,ITコンサルティング業界の会社 ・自社型eコマース業界の会社,文書管理システム開発,BtoB,未計算,東京都品川区南品川５丁目１６番５０－４１１号,140-0004,東京都,品川区南品川５丁目１６番５０－４１１号,03-6450-3232,03-6450-3233,-,-
有限会社野草酵素,やそうこうそ,金井貴義,http://www.yasoukouso.com/,-,2011002036459,2000年12月,-,未上場,3000000,-,1,22,-,-,-,野草酵素や青汁など健康食品を通信販売する会社,食品業界の会社,健康食品業界の会社,小売業界の会社,自社型eコマース業界の会社,健康食品卸売・化粧品卸売,BtoC,未計算,東京都渋谷区渋谷２丁目１番６号,150-0002,東京都,渋谷区渋谷２丁目１番６号,0120-37-8353,0120-37-8354,sales@yasoukouso.com,-
株式会社エムフリー,えむふりー,高司浩,http://www.m-free.co.jp/top.html,http://www.m-free.co.jp/ads/index.php,5011101049160,2008年1月,-,未上場,8000000,-,1,22,-,-,9月,ネイルやホテルの情報サイトを運営している会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,ポータルサイト運営・検索システム開発,BtoB　BtoC,未計算,東京都新宿区新宿５丁目１０番６号,160-0022,東京都,新宿区新宿５丁目１０番６号,03-6740-2500,03-6380-0964,info@m-free.co.jp,-
株式会社ディノ,でぃの,高原芳浩,http://www.dino.co.jp,https://www.dino.co.jp/contact/sales/form/bcd4e85946ae3217d2e65e21cb383672,2013201018337,1998年8月,-,未上場,20000000,-,1,22,-,-,-,Webシステムの開発と保守を行う会社,IT業界の会社,システム開発業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,Webシステム開発・クラウド開発・システム導入支援,BtoB,未計算,東京都目黒区自由が丘１丁目２３番１号ＹＭＫビル２階,152-0035,東京都,目黒区自由が丘１丁目２３番１号ＹＭＫビル２階,-,-,info@dino.co.jp,recruit@dino.co.jp
インクグロウ株式会社,いんくぐろう,鈴木智博,https://incgrow.co.jp/,https://incgrow.co.jp/contact/,1010501029420,1990年7月,-,未上場,33000000,397830000,1,22,-,-,-,地域金融機関と業務提携して中小企業支援業務を行う会社,コンサルティング業界の会社,経営コンサルティング業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,M&A支援・経営セミナー運営・ビジネス誌出版,BtoB,未計算,東京都中央区日本橋本町2丁目7-1 野村不動産日本橋本町ビル,103-0023,東京都,中央区日本橋本町2丁目7-1 野村不動産日本橋本町ビル,03-6264-9375,03-3668-0012,-,-
株式会社ベーネットシステムズ,べーねっとしすてむず,髙橋和也,http://www.benet-sys.jp/index.html,-,7011101055165,2004年12月,-,未上場,3000000,-,1,22,-,-,-,業務システムの開発やネットワークの構築、Webサイト制作を手掛ける会社,IT業界の会社,システム受託開発業界の会社,IT業界の会社・その他サービス業界の会社,Webサービス・アプリ運営業界の会社・Web制作業界の会社・ITインフラ業界の会社,会計システム開発・在庫管理システム開発・顧客管理システム開発・POSシステム開発・給与管理システム開発・金融機関向けシステム開発・会計システム販売・金融機関向けシステム販売・ネットワーク構築,BtoB,未計算,東京都新宿区高田馬場４丁目１０番１４号,169-0075,東京都,新宿区高田馬場４丁目１０番１４号,03-3362-4395,03-3362-4592,info@benet-sys.jp,-
イーソーコ株式会社,いーそーこ,遠藤文,http://e-sohko.jp/,http://e-sohko.jp/contact/,1010401040361,1999年5月,-,未上場,42780000,-,1,22,-,-,-,物流施設検索サイト「e-sohko.com」を運営している会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,その他コンサルティング業界の会社,物流コンサルティング・ポータルサイト運営・物流施設管理・収益物件仲介,BtoB,未計算,東京都港区海岸３丁目５番１３号,108-0022,東京都,港区海岸３丁目５番１３号,03-5439-9401,03-5439-9437,info@e-sohko.com,-
クルーズ株式会社,くるーず,小渕宏二,http://crooz.co.jp/,https://crooz.co.jp/contact-form,3010401083482,2001年5月,"立松進[取締役(監査等委員)],  川井崇司[取締役(監査等委員)],  永井文隆[取締役(監査等委員)],  矢嶋健二[取締役/プロモーション管掌],  稲垣佑介[取締役/経営戦略・ゲームグロース事業管掌],  小島亮平[取締役/プロモーション管掌],  対馬慶祐[取締役/プライスレス管掌],  張本貴雄[取締役/SHOPLIST事業管掌],  仲佐義規[取締役/新規事業管掌],  古瀬祥一[取締役/ゲームアプリ事業管掌],  小渕宏二[代表取締役社長], ",JASDAQ,454550000,7164967000,1,22,-,-,3月,スマホ向けネイティブゲームと女性向け衣料品ネット通販を主軸に事業を展開する会社,ゲーム業界の会社,ソーシャルゲーム業界の会社,小売業界の会社,自社型eコマース業界の会社,ブログサービス運営・ファッション通販サイト運営,BtoC,未計算,東京都港区六本木６丁目１０番１号六本木ヒルズ森タワー,106-6138,東京都,港区六本木６丁目１０番１号六本木ヒルズ森タワー,03-5786-7080,-,-,-
株式会社ポケットエース,ぽけっとえーす,-,http://www.pocketaces.co.jp/index.htm,-,3010001123531,2007年6月,-,未上場,10000000,-,1,22,-,-,-,ポーカーゲームの普及活動や試合の企画運営およびカジノ用品の販売を行う会社,エンタメ業界の会社,その他エンタメ業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,業務用ゲームレンタル・イベント運営・イベント企画,BtoC,未計算,東京都中央区湊２丁目５番１０－６０１号,104-0043,東京都,中央区湊２丁目５番１０－６０１号,03-3866-7700,03-3866-7744,info@pocketaces.co.jp,-
株式会社ミクリード,みくりーど,片山礼子,https://corp.micreed.co.jp/,-,7011501018184,1995年10月,-,未上場,50000000,-,1,22,2,-,-,肉類や水産物などの業務用食材や消耗品の通信販売を行う会社,商社業界の会社,食肉・卵専門商社業界の会社,小売業界の会社・商社業界の会社,自社型eコマース業界の会社・水産物食品専門商社業界の会社・農産物食品専門商社業界の会社,食肉加工品（ソーセージ・ベーコン・ハム等）卸売・業務用冷凍冷蔵庫販売・惣菜卸売・業務用食品卸売・飲食店用品卸売・酒類卸売,BtoB,未計算,東京都中央区日本橋２丁目１６番１３号,103-0027,東京都,中央区日本橋２丁目１６番１３号,03-6262-5176,03-6262-1357,micreed_info@micreed.co.jp,-
シュピゲンジャパン株式会社,しゅぴげんじゃぱん,鄭利元,https://www.spigen.co.jp/,https://www.spigen.co.jp/contact.html,6010001143650,2009年4月,-,未上場,10000000,-,1,22,-,-,-,スマホケースなどの携帯端末用アクセサリーの輸入および販売を行う会社,小売業界の会社,パソコン・スマホ周辺機器販売業界の会社,小売業界の会社,自社型eコマース業界の会社,カー用品・カーアクセサリー販売・スマホ周辺機器・スマホアクセサリー販売,BtoB　BtoC,未計算,東京都中央区日本橋蛎殻町１丁目３６番７号,103-0014,東京都,中央区日本橋蛎殻町１丁目３６番７号,03-6231-0233,03-6231-0288,official@spigen.co.jp,-
株式会社ライフマップ,らいふまっぷ,石川太一郎,http://www.lifemap.jp/,http://www.lifemap.jp/contact/,5011001071636,2007年12月,-,未上場,-,-,2,22,-,-,-,高校生を対象としたスクール情報検索サイトを運営する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,エンタメ業界の会社,イベント業界の会社,Webマーケティング支援・プロモーション企画・イベント運営・広告制作・ポータルサイト運営・イベント企画,BtoC　BtoB,未計算,東京都渋谷区渋谷２丁目１６番５号,150-0002,東京都,渋谷区渋谷２丁目１６番５号,03-5778-0750,03-5778-0751,info@lifemap.jp,-
株式会社タダノアイメス,ただのあいめす,大屋敷智,http://www.tadano-imes.com/,http://www.tadano-imes.com/inquiry,2010601031696,2004年4月,-,未上場,60000000,6858000000,2,22,2,-,3月,作業運搬用車両の中古販売や買取を行う会社,商社業界の会社,その他機械専門商社業界の会社,小売業界の会社,自社型eコマース業界の会社,特殊車両買取・クレーン卸売・オークション運営,BtoB,未計算,東京都墨田区亀沢２丁目４番１２号,130-0014,東京都,墨田区亀沢２丁目４番１２号,03-3621-7741,03-3621-7742,-,-
