[検索条件]従業員数：10~20・20~50.設立年数：2~10・11~30.業態：BtoB.事業内容キーワード：SEO対策.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ウィルコミュニケーションズ,うぃるこみゅにけーしょんず,山口直人,https://www.will-commu.co.jp/,https://www.will-commu.co.jp/contact/,8011101029424,2000年3月,-,未上場,10000000,-,1,23,-,-,-,Webサイトの制作や広告物のデザインおよび印刷の発注などを行う会社,広告業界の会社,広告代理店業界の会社,教育業界・広告業界の会社・その他サービス業界の会社・コンサルティング業界の会社,その他スクール業界の会社・その他印刷業界の会社・Web制作業界の会社・紙媒体印刷業界の会社・Webマーケティング業界の会社・インターネット広告代理店業界の会社,Webマーケティング支援・カード印刷・冊子印刷・DM発送代行・ネットワーク構築・SEO対策・冊子制作・スクリーン印刷・パンフレット制作・看板・サイン製造・ロゴデザイン・団扇（うちわ）製造・チラシ・フライヤー印刷・ポスター印刷・カタログ制作・ECサイト構築・チラシ・フライヤー制作・DM制作・英語教室運営・カレンダー製造・看板・サインデザイン・新聞広告制作・オンデマンド印刷・ポスター制作・梱包・オフセット印刷・動画撮影・動画制作,BtoB　BtoC,未計算,東京都新宿区西新宿７丁目４番７号,160-0023,東京都,新宿区西新宿７丁目４番７号,03-5389-0383,03-5389-0382,-,-
株式会社センスインタナショナル,せんすいんたなしょなる,朝日崇生,http://sense-si.com/,-,1013301032817,2012年10月,-,未上場,20000000,-,1,23,-,-,-,ソフトウェア開発やアプリケーション開発を主軸に事業展開する会社,IT業界の会社,システム受託開発業界の会社,その他サービス業界の会社・人材業界の会社,Web制作業界の会社・製造業・技術系人材派遣業界の会社・人材紹介業界の会社・事務員・作業員派遣業界の会社・サービス業人材派遣業界の会社,オフショア開発・エンジニア派遣・販売員派遣・ホテル人材派遣・事務員派遣・SEO対策・通訳派遣,BtoB,未計算,東京都豊島区南大塚２丁目３５番３号,170-0005,東京都,豊島区南大塚２丁目３５番３号,03-6902-9557,03-6902-9558,info@sense-si.com,-
株式会社フェイツ,ふぇいつ,井深洋一,http://www.fates.co.jp/index.html,http://www.fates.co.jp/contact.html,2011101025197,1997年10月,-,未上場,10000000,-,1,23,-,-,-,Webサイトや広告の制作・アパレル商品の輸入卸を行う会社,その他サービス業界の会社,Web制作業界の会社,その他サービス業界の会社・商社業界の会社,デザイン業界の会社・繊維・アパレル専門商社業界の会社,アクセサリー輸入・アクセサリー卸売・アパレル製品輸入・広告制作・SEO対策,BtoB,未計算,東京都新宿区下落合２丁目５番３号千成ビル２０３号,161-0033,東京都,新宿区下落合２丁目５番３号千成ビル２０３号,03-5906-5252,03-3565-5531,-,-
有限会社シーティーエス,しーてぃーえす,-,http://www.cigar-ts.com/index.html,http://www.cigar-ts.com/contact.html,4011102024477,1998年11月,-,未上場,3000000,-,1,23,-,-,-,Webサイト制作やデザインを手掛ける会社,その他サービス業界の会社,Web制作業界の会社,未分類,未分類,SEO対策,BtoB,未計算,東京都新宿区西新宿７丁目２２番９号西新宿ワイビル２階,160-0023,東京都,新宿区西新宿７丁目２２番９号西新宿ワイビル２階,03-5925-6279,03-5925-6278,cts@ciger-ts.com,-
株式会社エスアイアソシエイツ,えすあいあそしえいつ,岩井淳行,https://www.siaj.co.jp/,https://www.siaj.co.jp/Inquiry,1011101036831,2004年2月,-,未上場,20000000,184000000,1,23,-,-,12月,ECサイトや予約サイトをはじめとするWebシステムの開発や運営を行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社・コンサルティング業界の会社,システム受託開発業界の会社・Webマーケティング業界の会社,ECサイト構築・予約システム開発・Webシステム開発・Webサイト運営代行・SEO対策,BtoB,未計算,東京都新宿区舟町１番地１８ロイクラトン四谷,160-0006,東京都,新宿区舟町１番地１８ロイクラトン四谷,03-5368-2727,03-5368-2720,info@siaj.co.jp,-
株式会社ミーム,みーむ,林秀樹,http://www.meme.ne.jp,https://www.meme.ne.jp/mail/,5010001093070,1995年7月,-,未上場,30000000,-,2,22,-,-,-,広告プロモーションの企画・編集及び制作を行う会社,その他サービス業界の会社,デザイン業界の会社,IT業界の会社・その他サービス業界の会社,システム受託開発業界の会社・Web制作業界の会社,Webマーケティング支援・パッケージデザイン・プロモーション企画・グラフィックデザイン・映像制作・SEO対策・販促品（ノベルティ等）製作,BtoB,未計算,東京都千代田区飯田橋１丁目１２番１号,102-0072,東京都,千代田区飯田橋１丁目１２番１号,03-3239-8136,03-3239-8137,info@meme.ne.jp,-
株式会社アイスタンダード,あいすたんだーど,河﨑雄太,https://www.i-standard.jp/,-,5020001099190,2014年5月,-,未上場,10000000,300000000,1,21,-,-,12月,スマホアプリ受託開発やシステム受託開発を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,IT業界の会社,システム受託開発業界の会社,予約システム開発・SEO対策,BtoB,未計算,東京都品川区東五反田５丁目２４－８ＹＭビル８Ｆ,141-0022,東京都,品川区東五反田５丁目２４－８ＹＭビル８Ｆ,03-5447-5137,-,info@i-standard.jp,-
株式会社トゥルーステージ,とぅるーすてーじ,今井清久,https://true-stage.com/,https://true-stage.com/contact/,6011002036199,1995年11月,-,未上場,10000000,-,2,21,-,-,-,Webサイトのデザイン制作や公式サイトの運営や企画を行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・IT業界の会社・広告業界の会社・その他サービス業界の会社,Webマーケティング業界の会社・システム受託開発業界の会社・インターネット広告代理店業界の会社・デザイン業界の会社,Webシステム開発・SEO対策・IC決済サービス開発・決済代行,BtoB,未計算,東京都渋谷区渋谷２丁目１５番１号,150-0002,東京都,渋谷区渋谷２丁目１５番１号,03-6805-1502,03-6805-1503,info@true-stage.com,-
株式会社アットワンス,あっとわんす,金谷崇雄,http://www.atonce-media.co.jp/company/,http://www.atonce-media.co.jp/contact/,8011001063358,2008年9月,-,未上場,93000000,-,1,21,-,-,-,企業Webサイトのコンサルティングなどを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,未分類,未分類,データ分析・Webマーケティング支援・SEO対策,BtoB,未計算,東京都港区東新橋１丁目３番９号第４小田ビル６階,105-0021,東京都,港区東新橋１丁目３番９号第４小田ビル６階,03-6280-6310,03-6280-6126,-,-
株式会社ＧＲＡＤ,ぐらっど,古﨑智亮,http://iisa.co.jp/index.html,http://iisa.co.jp/contact/index.html,3010001128654,2009年3月,-,未上場,10000000,-,1,20,-,-,9月,モバイル広告代理事業を行う会社,広告業界の会社,インターネット広告代理店業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,SEO対策・Webマーケティング支援・漫画配信サービス運営,BtoB,未計算,東京都中央区銀座８丁目１７番５号,104-0061,東京都,中央区銀座８丁目１７番５号,-,03-3549-0041,-,-
株式会社バニッシュ・スタンダード,ばにっしゅ・すたんだーど,小野里寧晃,http://www.v-standard.com/#!page1,https://www.v-standard.com/inquiry/,4010401098926,2011年3月,-,未上場,11500000,-,1,20,-,-,-,EC関連のコンサルティングや運営代行、ECサイト構築を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,小売業界の会社,自社型eコマース業界の会社,Webマーケティング支援・ECサイト構築・SEO対策,BtoB,未計算,東京都港区西麻布３丁目１番１６号,106-0031,東京都,港区西麻布３丁目１番１６号,03-6419-7647,03-6419-7648,inquiry.vs@v-standard.com,-
株式会社ラドシステム,らどしすてむ,山本惠祥,http://www.rad-sys.co.jp/,-,6010001156090,2013年9月,-,未上場,5000000,-,1,20,-,-,-,Webサイトのデザインおよび制作、ならびに保守業務を行う会社,その他サービス業界の会社,Web制作業界の会社,その他サービス業界の会社・コンサルティング業界の会社,デザイン業界の会社・ITコンサルティング業界の会社 ,広告制作・ECサイト構築・SEO対策,BtoB,未計算,東京都千代田区神田司町２丁目８番３号第２５中央ビル６階,101-0048,東京都,千代田区神田司町２丁目８番３号第２５中央ビル６階,03-3526-3061,03-3526-3065,-,rad_saiyou@radiant-sol.co.jp
ＧＡＲＹＵＵ株式会社,がりゅー,近藤賢一,http://garyuu.com/,http://garyuu.com/form.php,5011201015178,2008年10月,-,未上場,5000000,-,1,20,-,-,-,投資用マンションやマンション用地の販売などを行う会社,不動産業界の会社,マンション・アパート売買業界の会社,IT業界の会社・広告業界の会社,Webサービス・アプリ運営業界の会社・インターネット広告代理店業界の会社・システム開発業界の会社,SEO対策・投資用不動産販売・Webシステム開発,BtoB,未計算,東京都豊島区目白３丁目１３番１号ＴＮビル４Ｆ,171-0031,東京都,豊島区目白３丁目１３番１号ＴＮビル４Ｆ,03-3565-6575,03-5906-5911,-,saiyo@garyuu.com
株式会社パラダイム・ラボ,ぱらだいむ・らぼ,原田尚史,http://www.p-labo.co.jp/,http://www.p-labo.co.jp/inquiry.php,3011101035393,2003年5月,-,未上場,20000000,660000000,1,20,-,-,3月,インターネット広告やWebサイト制作を行う会社,広告業界の会社,インターネット広告代理店業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,SEO対策・アフィリエイト広告販売・Webマーケティング支援,BtoB,未計算,東京都新宿区西新宿３丁目１７－７西新宿ＴＯＫビル４階,160-0023,東京都,新宿区西新宿３丁目１７－７西新宿ＴＯＫビル４階,03-5302-5500,03-5302-5600,media@p-labo.co.jp,-
株式会社クライスネットワークス,くらいすねっとわーくす,安信丈司,https://www.kreis-nets.co.jp/,https://www.kreis-nets.co.jp/contact.html,5020001093920,2010年8月,-,未上場,10000000,-,1,20,-,-,-,ソフトウェアサービスの企画および開発などのコンサルティングを行う会社,IT業界の会社,システム開発業界の会社,IT業界の会社・コンサルティング業界の会社,ITインフラ業界の会社・ITコンサルティング業界の会社 ・Webサービス・アプリ運営業界の会社・システム受託開発業界の会社,Webシステム開発・クラウドサービス提供・Webサイト運営代行・ソフトウェア販売・SEO対策,BtoB,未計算,東京都港区芝大門１丁目３番９号,105-0012,東京都,港区芝大門１丁目３番９号,03-6452-8633,03-6800-3757,eigyo@kreis-nets.co.jp,-
ＳＯＥＬＵ株式会社,そえる,蒋詩豪,https://corporate.soelu.com/,-,3011001099448,2014年4月,-,未上場,-,-,1,20,-,-,-,ライブヨガスタジオサービスなどのWebサービスを提供する会社,IT業界の会社,デジタルコンテンツ業界の会社,コンサルティング業界の会社・その他サービス業界の会社・エンタメ業界の会社,ITコンサルティング業界の会社 ・デザイン業界の会社・ジム・フィットネスクラブ業界の会社,SEO対策・ヨガ教室運営・Webマーケティング支援,BtoC　BtoB,未計算,東京都港区六本木５丁目９番２０号六本木イグノポール５０７,106-0032,東京都,港区六本木５丁目９番２０号六本木イグノポール５０７,03-6434-9331,-,info@soelu.com,-
コントロールプラス株式会社,こんとろーるぷらす,村田マリ,-,-,9010001140372,2005年3月,-,未上場,15000000,-,1,20,-,-,11月,Webページの企画や制作およびノベルティの制作を行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・広告業界の会社・IT業界の会社,Webマーケティング業界の会社・紙媒体印刷業界の会社・Webサービス・アプリ運営業界の会社,販促品（ノベルティ等）製作・レビューサイト運営・SEO対策,BtoB　BtoC,未計算,東京都中央区築地３丁目１７番９号興和日東ビル,104-0045,東京都,中央区築地３丁目１７番９号興和日東ビル,03-5640-1581,03-5640-1582,-,-
株式会社ユーロフバンクエデュケーション,ゆーろふばんくえでゅけーしょん,市橋優綺,https://urofbankeducation.com/,https://urofbankeducation.com/#link_inquiry,9030001108822,2015年6月,-,未上場,-,-,1,20,-,-,4月,SEO対策や資産運用コンサルティングおよびWebサイトの制作などを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社・その他サービス業界の会社・エンタメ業界の会社・コンサルティング業界の会社・人材業界の会社,システム受託開発業界の会社・デザイン業界の会社・映像・CM制作業界の会社・資産運用コンサルティング業界の会社・Web制作業界の会社・企業研修業界の会社,チラシ・フライヤー制作・名刺印刷・経営管理システム開発・企業PRプランニング・ロゴデザイン・Webメディア運営・SEO対策,BtoB　BtoC,未計算,東京都豊島区南池袋３丁目１５番１１号ナイスフォーラム南池袋３階,171-0022,東京都,豊島区南池袋３丁目１５番１１号ナイスフォーラム南池袋３階,03-5956-1716,03-5956-1717,-,-
株式会社エアラ,えあら,成瀬史宣,-,-,5010401066493,2006年12月,-,未上場,150000000,-,1,20,-,-,-,ITコンサルティング業務の他、音楽コンテンツ製作事業などを行う会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・エンタメ業界の会社,ITコンサルティング業界の会社 ・CD等マルチメディア・楽器業界の会社・イベント業界の会社,スポーツイベント運営・スポーツイベント企画・決済代行・演奏会・コンサート企画・コンサート運営・SEO対策,BtoB,未計算,東京都港区北青山３丁目５番５号,107-0061,東京都,港区北青山３丁目５番５号,-,-,-,-
株式会社イマージュソリューションズ,いまーじゅそりゅーしょんず,出口允博,http://www.image-sol.com/,https://www.image-sol.com/inquiry/21/form.cgi,3010001134132,2007年12月,-,未上場,14500000,-,1,20,1,-,-,運営から物流までネット通販に関するサービスを提供する会社,IT業界の会社,システム受託開発業界の会社,未分類,未分類,SEO対策・Webサイト運営代行・営業コンサルティング・物流コンサルティング・ECサイト構築・物流代行,BtoB,未計算,東京都港区芝大門１丁目１０番１１号,105-0012,東京都,港区芝大門１丁目１０番１１号,03-6880-9122,03-5212-4601,-,-
株式会社シスコ,しすこ,佐藤卓二,https://www.sisco-tokyo.jp/,https://www.sisco-tokyo.jp/%E3%81%8A%E5%95%8F%E5%90%88%E3%82%8F%E3%81%9B/,1010401119065,2015年6月,-,未上場,2000000,-,1,20,-,2,-,ホームページ作成のコンサルティングから飲食店まで事業展開している会社,その他サービス業界の会社,デザイン業界の会社,外食業界の会社,和食・大衆料理業界の会社,SEO対策,BtoC　BtoB,未計算,東京都港区芝浦３丁目４番２号グランパークハイツ７０８,108-0023,東京都,港区芝浦３丁目４番２号グランパークハイツ７０８,03-6809-3550,03-3798-2410,-,-
株式会社パノラマ,ぱのらま,樋口聖,https://pnrm.co.jp/,https://pnrm.co.jp/contact/,6011001069209,2010年11月,-,未上場,7500000,-,1,20,-,-,-,ファッションや美容に関連したWebサイトの制作を中心に行っている会社,その他サービス業界の会社,デザイン業界の会社,未分類,未分類,ブランディング・SEO対策,BtoB,未計算,東京都渋谷区代官山町９番１０号,150-0034,東京都,渋谷区代官山町９番１０号,03-6455-1030,03-6455-1031,-,-
アンブレラ株式会社,あんぶれら,島田健一,http://www.umbrella-system.com/,http://www.umbrella-system.com/contact.html,1011601017835,2012年9月,-,未上場,-,-,1,20,-,-,-,Web制作やレンタルサーバーの運営などを行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社,ITインフラ業界の会社・システム受託開発業界の会社,ネットワーク構築・物流代行・レンタルサーバー運営・サーバー運用・パソコン販売・ドメイン取得代行・Webマーケティング支援・SEO対策,BtoB　BtoC,未計算,東京都練馬区光が丘２丁目７番４－４１７号,179-0072,東京都,練馬区光が丘２丁目７番４－４１７号,03-3976-7189,03-3976-7189,-,-
株式会社シムス,しむす,竹迫徹,http://www.sims-marketing.com/,-,4010101007939,2007年11月,-,未上場,2000000,-,1,20,-,-,10月,Web制作やコンテンツの制作などを行う会社,通信業界の会社,通信回線業界の会社,エンタメ業界の会社・その他サービス業界の会社・コンサルティング業界の会社,映像・CM制作業界の会社・Web制作業界の会社・ITコンサルティング業界の会社 ・イベント業界の会社・その他レンタル・リース業界の会社,SEO対策・イベント企画・Webコンサルティング・通信コンサルティング・通信機器レンタル・リース・ポスティング代行・グラフィックデザイン・グッズ制作・Webマーケティング支援,BtoB,未計算,東京都八王子市明神町２丁目１番８号プレステージ・Ｅ１Ｆ－Ｃ,192-0046,東京都,八王子市明神町２丁目１番８号プレステージ・Ｅ１Ｆ－Ｃ,042-649-3910,042-649-3911,-,-
株式会社マインズ,まいんず,池田幸史,https://mind-s.jp,https://mind-s.jp/contact/,8010401023855,1993年4月,-,未上場,39000000,-,1,20,-,-,-,マーケティング活動に関するコンサルティングを行う会社,コンサルティング業界の会社,経営コンサルティング業界の会社,広告業界の会社,広告代理店業界の会社,市場調査・イベント企画・SEO対策,BtoB,未計算,東京都港区海岸２丁目１番２４号,105-0022,東京都,港区海岸２丁目１番２４号,03-3769-2611,03-3769-2612,-,-
アストロラボ株式会社,あすとろらぼ,日下ヤスユキ,http://www.astrolab.co.jp/,https://www.astrolab.co.jp/contact/,5011001092913,2012年12月,-,未上場,99250000,-,1,20,-,-,-,事業サービス構想やIT環境診断および業務設計等を行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社,システム受託開発業界の会社,Webシステム開発・商品企画・SEO対策・予約システム開発,BtoB,未計算,東京都千代田区大手町２丁目６番２号,100-0004,東京都,千代田区大手町２丁目６番２号,03-4400-1822,-,info@astrolab.co.jp,-
株式会社ＦＲＥＥ　ＷＥＢ　ＨＯＰＥ,ふりーうえぶほーぷ,相原祐樹,http://free-web-hope.com,-,2011101060921,2011年9月,-,未上場,3000000,600000000,1,20,-,-,8月,Web広告制作を行うマーケティング会社,広告業界の会社,インターネット広告代理店業界の会社,未分類,未分類,Webマーケティング支援・SEO対策,BtoB,未計算,東京都千代田区神田東松下町３１番地１,101-0042,東京都,千代田区神田東松下町３１番地１,03-3525-8971,03-3525-8972,info@free-web-hope.com,-
株式会社ＡＣＴ,あくと,高橋英一,http://acthd.co.jp/,http://acthd.co.jp/#,6011101056676,2009年1月,-,未上場,30000000,-,1,19,-,-,-,Webデザインやシステム開発、Webプロモーションなどを行う会社,その他サービス業界の会社,デザイン業界の会社,広告業界の会社・IT業界の会社,インターネット広告代理店業界の会社・デジタルコンテンツ業界の会社,広告制作・キャスティング業務・Webサイト運営代行・Webシステム開発・SEO対策,BtoB,未計算,東京都新宿区四谷４丁目３３番２号マーキュリースクエア７階,160-0004,東京都,新宿区四谷４丁目３３番２号マーキュリースクエア７階,03-5367-4862,03-5367-4863,info@acthd.co.jp,-
株式会社Ａｒｅｕｓ,あれす,宮澤太郎,http://www.areus.jp/,http://www.areus.jp/contact,3010401077856,2008年9月,-,未上場,10000000,600000000,2,19,-,-,-,美容業界向けにWeb制作およびシステム開発などを行う会社,IT業界の会社,システム開発業界の会社,その他サービス業界の会社・IT業界の会社・コンサルティング業界の会社,デザイン業界の会社・ITインフラ業界の会社・ITコンサルティング業界の会社 ,Webシステム開発・広告制作・SEO対策,BtoB,未計算,東京都新宿区新宿６丁目２７番３０号新宿イーストサイドスクエア 3階（332）,160-0022,東京都,新宿区新宿６丁目２７番３０号新宿イーストサイドスクエア 3階（332）,03-6911-4411,-,-,-
株式会社コーポレートプランニング,こーぽれーとぷらんにんぐ,亀ヶ川剛,https://c-pl.jp/,https://c-pl.jp/contact/,8010001166534,2015年3月,-,未上場,10000000,-,1,19,-,-,-,Webマーケティング及びOA機器の販売を行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,コンサルティング業界の会社・商社業界の会社,ITコンサルティング業界の会社 ・その他機械専門商社業界の会社,システム導入支援・SEO対策・Webマーケティング支援・データ分析・オフィス機器・OA機器販売,BtoB,未計算,東京都新宿区余丁町４番地１３,162-0055,東京都,新宿区余丁町４番地１３,03-6380-6757,03-6380-4766,-,-
株式会社アクアウェブ,あくあうぇぶ,小山二英,https://www.aqua-web.jp,https://www.aqua-web.jp/contact/,8011001055041,2002年5月,-,未上場,8800000,-,2,19,-,-,-,Web関連事業請負およびコンサルティング業を運営する会社,コンサルティング業界の会社,経営コンサルティング業界の会社,人材業界の会社,その他業務請負業界の会社,セミナー運営・Webマーケティング支援・SEO対策・Webコンサルティング・Webサイト運営代行,BtoB,未計算,東京都渋谷区円山町５番５号,150-0044,東京都,渋谷区円山町５番５号,03-5428-3082,03-5428-3083,-,-
株式会社ネクスタッツ,ねくすたっつ,長岡まり子,http://www.nekstats.jp/,http://www.nekstats.jp/ask.php,7013301022374,2006年1月,-,未上場,5500000,-,1,19,-,-,-,業務システム開発請負やSEO対策等コンサルティングを行う会社,IT業界の会社,システム受託開発業界の会社,コンサルティング業界の会社・IT業界の会社,ITコンサルティング業界の会社 ・ITインフラ業界の会社,産業システム開発・組み込みシステム開発・業務システム運用支援・SEO対策・監視システム開発,BtoC　BtoB,未計算,東京都豊島区東池袋３丁目５番７号ユニオンビルヂング５０３号,170-0013,東京都,豊島区東池袋３丁目５番７号ユニオンビルヂング５０３号,03-6805-1581,03-5954-1140,-,-
株式会社Ｃａｒｒｙｚ,きゃりーず,松浦永麗加,https://carryz.jp,-,1010001181291,2017年2月,-,未上場,3000000,-,1,19,-,-,-,Webサイト企画や構築などを行っている会社,その他サービス業界の会社,Web制作業界の会社,コンサルティング業界の会社・その他サービス業界の会社,Webマーケティング業界の会社・デザイン業界の会社,サーバー運用・Webシステム開発・ポスター制作・書籍制作・SEO対策・ネットワーク構築,BtoB,未計算,東京都中央区新富１丁目８番９号ＴＨＥ・ＧＡＴＥ・ＧＩＮＺＡ・ＥＡＳＴ・６階,104-0041,東京都,中央区新富１丁目８番９号ＴＨＥ・ＧＡＴＥ・ＧＩＮＺＡ・ＥＡＳＴ・６階,-,-,-,-
株式会社サフィックス,さふっくす,草川一希,https://www.suffix.co.jp/,https://www.suffix.co.jp/inquiry/contact.html,8010001138913,2011年3月,-,未上場,18000000,-,2,18,-,-,-,Webに特化したBPO事業ならびにWEB制作事業を行う会社,人材業界の会社,その他業務請負業界の会社,その他サービス業界の会社・コンサルティング業界の会社,Web制作業界の会社・Webマーケティング業界の会社,BPO関連サービス提供・SEO対策,BtoB,未計算,東京都千代田区九段南１丁目５番６号りそな九段ビル５階,102-0074,東京都,千代田区九段南１丁目５番６号りそな九段ビル５階,03-5817-7258,03-5817-7259,-,-
ラズル株式会社,らずる,平木康孝,-,-,1010401077305,2008年7月,-,未上場,10000000,-,1,18,-,-,-,ECサイトの構築を中心に行う会社,IT業界の会社,システム開発業界の会社,その他サービス業界の会社,デザイン業界の会社,SEO対策・ECサイト構築,BtoB,未計算,東京都港区浜松町１丁目２０－１,105-0013,東京都,港区浜松町１丁目２０－１,-,-,-,-
株式会社ＩＭＫホールディングス,あいえむけーほーるでぃんぐす,小林亮太,http://imk-holdings.co.jp/,https://www.imk-holdings.co.jp/contact/,6020001098150,2012年11月,-,未上場,50000000,-,1,18,-,-,-,Web上でマーケティングPR事業を展開する会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,未分類,未分類,Webマーケティング支援・広告制作・映像制作・SEO対策,BtoB,未計算,東京都千代田区神田須田町１丁目７－９ＶＯＲＴ秋葉原ｍａｘｉｍ６階,101-0041,東京都,千代田区神田須田町１丁目７－９ＶＯＲＴ秋葉原ｍａｘｉｍ６階,03-6262-9580,03-6262-9581,-,-
有限会社ボンズ企画,ぽんずきかく,野村佳頌,https://www.bonds.ne.jp/,https://www.bonds.ne.jp/contact.html,5010002041400,2004年3月,-,未上場,5500000,-,2,18,-,-,-,各種メディア広告企画デザインやイベント企画などを行う会社,広告業界の会社,インターネット広告代理店業界の会社,コンサルティング業界の会社・エンタメ業界の会社,販売促進コンサルティング業界の会社・イベント業界の会社,SEO対策・イベント企画・映像制作,BtoB,未計算,東京都千代田区富士見２丁目４－７、２４７ビル,102-0071,東京都,千代田区富士見２丁目４－７、２４７ビル,03-5215-2170,03-5215-2162,info@bonds.ne.jp,-
アドリブ株式会社,あどりぶ,岩渕浩輔,https://www.adliv.co.jp/,https://www.adliv.co.jp/contact/,5010001141878,2007年2月,-,未上場,10000000,-,1,18,-,-,-,オリジナル解析ツールの提供などWebマーケティングを行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,コンサルティング業界の会社・IT業界の会社・広告業界の会社・その他サービス業界の会社,広告運用コンサルティング業界の会社・システム開発業界の会社・Webサービス・アプリ運営業界の会社・インターネット広告代理店業界の会社・Web制作業界の会社,バナー作成・解析ソフトウェア開発・SEO対策・データ分析,BtoB,未計算,東京都中央区銀座６丁目２番３号,104-0061,東京都,中央区銀座６丁目２番３号,03-6263-9572,03-6263-9573,info@adliv.co.jp,-
Ｑｅｔｉｃ株式会社,けてぃっく,宍戸麻美,https://qetic.co.jp/,https://qetic.co.jp/contact,4013201018079,2010年12月,-,未上場,2000000,-,1,18,-,-,-,Webマーケティングやイベントプロモーションなどを行う会社,その他サービス業界の会社,デザイン業界の会社,コンサルティング業界の会社・IT業界の会社・エンタメ業界の会社,ITコンサルティング業界の会社 ・ITインフラ業界の会社・イベント業界の会社,ロゴデザイン・Webマーケティング支援・市場調査・キャスティング業務・イベント企画・イベント運営・ポスター制作・SEO対策・グラフィックデザイン,BtoB,未計算,東京都中央区築地１丁目５－１１ＡＳＯＮＥＧｉｎｚａＥａｓｔ３Ｆ,104-0045,東京都,中央区築地１丁目５－１１ＡＳＯＮＥＧｉｎｚａＥａｓｔ３Ｆ,03-6264-2985,03-6264-2994,info@qetic.co.jp,-
株式会社メディアスクエア,めでぃあすくえあ,大川拓也,https://www.media-square.co.jp/sp/index.html,https://www.media-square.co.jp/sp/contact/index.php,9010001146832,2006年8月,-,未上場,10000000,-,1,18,-,-,-,クラウド型キャンペーンプラットフォーム「SMARTCROSS」を提供する会社,IT業界の会社,クラウド・フィンテック業界の会社,IT業界の会社,デジタルコンテンツ業界の会社,システム導入支援・SEO対策・クラウドサービス提供・サーバー運用,BtoB,未計算,東京都千代田区内神田１丁目１４番６号,101-0047,東京都,千代田区内神田１丁目１４番６号,03-3518-9731,03-3518-9732,info@media-square.co.jp,-
株式会社リンクル,りんくる,川崎祐一,https://rincrew.jp/,https://rincrew.jp/inquiry/,3011201015592,2011年12月,-,未上場,10000000,-,3,18,-,-,-,リスティング広告やWeb広告の運用、およびコンテンツ制作を行う会社,広告業界の会社,インターネット広告代理店業界の会社,その他サービス業界の会社・エンタメ業界の会社・コンサルティング業界の会社,Web制作業界の会社・映像・CM制作業界の会社・Webマーケティング業界の会社,動画制作・市場調査・アフィリエイト広告販売・SEO対策,BtoB,未計算,東京都渋谷区恵比寿４丁目２０番３号恵比寿ガーデンプレイスタワー１８階,150-0013,東京都,渋谷区恵比寿４丁目２０番３号恵比寿ガーデンプレイスタワー１８階,03-6380-1651,03-6380-1652,info@rincrew.com,-
株式会社チェーンサポート,ちぇーんさぽーと,関口勝廣,http://chain-support.com/,http://chain-support.com/contact-2/,1010901031777,2013年2月,-,未上場,10000000,-,1,17,-,-,-,採用支援事業や誹謗中傷・風評被害事業などを行う会社,人材業界の会社,その他業務請負業界の会社,コンサルティング業界の会社・IT業界の会社,組織・人事コンサルティング業界・Webサービス・アプリ運営業界の会社,採用支援・風評被害対策・広告制作・SEO対策,BtoB,未計算,東京都目黒区東山３丁目２２番３－３０２号,153-0043,東京都,目黒区東山３丁目２２番３－３０２号,03-5724-3361,03-5724-3429,coo-hs@chain-support.com,-
ビー・キューブ株式会社,びーきゅーぶ,赤尾嘉彦,http://be-cube.jp/,https://be-cube.jp/,7010001149597,2012年10月,-,未上場,13000000,-,1,17,-,-,-,Webマーケティング戦略の立案・実施および検証を手掛ける会社,その他サービス業界の会社,デザイン業界の会社,その他サービス業界の会社・コンサルティング業界の会社,調査・検査・研究業界の会社・その他コンサルティング業界の会社,Webマーケティング支援・SEO対策・市場調査,BtoB,未計算,東京都千代田区神田錦町２丁目５番１号　第一大隆ビル 5F,101-0054,東京都,千代田区神田錦町２丁目５番１号　第一大隆ビル 5F,03-5244-5413,03-5244-5414,info@be-cube.jp,-
