[検索条件]従業員数：~5・5~10・10~20・20~50・50~300.連絡先の有無：お問い合わせページあり.業界：小売業界の会社・モール型eコマース業界の会社・自社型eコマース業界の会社.地域：東京都.愛知県.大阪府
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ＡＲＳ,あるす,鈴木良平,http://www.bienco.co.jp/,http://www.bienco.co.jp/contact.html,9010601036557,1971年10月,-,未上場,10000000,-,1,10,-,-,-,ショルダーバッグなどのバッグの企画・販売を行う会社,アパレル・美容業界の会社,バッグ・アパレル雑貨製造業界の会社,小売業界の会社,モール型eコマース業界の会社,かばん・バッグ販売,BtoC,未計算,東京都墨田区押上２丁目１２番７号,131-0045,東京都,墨田区押上２丁目１２番７号,03-3623-3805,03-3624-2529,ars@bienco.co.jp,-
株式会社堀商店,ほりしょうてん,堀貴雄,https://www.horishoten.co.jp/,https://www.horishoten.co.jp/contact.php,9180001050935,1989年5月,-,未上場,16500000,-,-,10,-,1,1月,子供向けの玩具や文具および雑貨などを販売する会社,小売業界の会社,雑貨販売業界の会社,商社業界の会社・小売業界の会社,その他専門商社業界の会社・自社型eコマース業界の会社,販促品（ノベルティ等）販売・文房具販売・玩具販売・菓子販売・玩具卸売,BtoC　BtoB,未計算,愛知県名古屋市西区新道２丁目６番２６号,451-0043,愛知県,名古屋市西区新道２丁目６番２６号,052-571-0903,052-571-0914,otoiawase@hosishoten.co.jp,-
日本ヘルツ株式会社,にほんへるつ,近藤仁彦,http://www.j-herz.com/,http://www.j-herz.com/inquiry1/,8011301016263,1976年4月,-,未上場,44000000,-,2,10,-,-,-,電子部品および電子機器・防災機器などの販売を行っている会社,商社業界の会社,電子部品専門商社業界の会社,商社業界の会社・小売業界の会社,その他専門商社業界の会社・モール型eコマース業界の会社,防犯・セキュリティ機器販売・スイッチ販売・抵抗器販売・電子機器販売・家電卸売・発光ダイオード（LED）販売・コンデンサ販売・電子機器卸売・電子部品販売・コネクタ販売・防災用品卸売・ダイオード販売・防犯機器卸売・ヒューズ販売・防災用品販売,BtoB　BtoC,未計算,東京都杉並区上高井戸１丁目８番１７号ブライトコアビル　本館５Ｆ,168-0074,東京都,杉並区上高井戸１丁目８番１７号ブライトコアビル　本館５Ｆ,03-5316-1308,03-5316-1338,-,-
日天製菓株式会社,にってんせいか,長尾雅弘,http://www.nitten-arare.com,http://www.nitten-arare.com/contact/,4180001083378,1976年5月,-,未上場,10000000,-,-,10,1,-,8月,「日天あられ」やおかきの製造と販売を行う会社,食品業界の会社,和菓子業界の会社,小売業界の会社,モール型eコマース業界の会社,米菓（せんべい・おかき等）販売・米菓（せんべい・おかき等）製造・菓子OEM,BtoC　BtoB,未計算,愛知県一宮市萩原町西御堂字突田５２４番地の２,491-0365,愛知県,一宮市萩原町西御堂字突田５２４番地の２,0586-69-1112,0586-69-1114,webshop@nitten-arare.com,-
マツモト理美容株式会社,まつもとりびよう,松本英理,http://www.matsumoto-group.com/corporate/gaiyou/index.html#group02,http://www.matsumoto-group.com/corporate/inquiry/index.html,6120901012068,1966年8月,-,未上場,10000000,-,1,10,-,-,11月,美容室｢e'mZ Curatif｣の運営やメイク用品の販売などを行う会社,アパレル・美容業界の会社,美容サロン業界の会社,小売業界の会社,モール型eコマース業界の会社,キーホルダー販売・ヘアケア用品販売・美容室・ヘアサロン運営・化粧品販売,BtoC,未計算,大阪府高槻市北園町１４番１４号,569-0802,大阪府,高槻市北園町１４番１４号,072-682-5707,072-685-8481,-,-
株式会社ひまわり,ひまわり,伊藤正博,http://www.himawari-child.jp/,http://www.himawari-child.jp/contact/,7180001106854,-,-,未上場,-,-,-,10,-,2,-,託児所「ひまわり」の運営や美容グッズの販売などを行う会社,教育業界,児童保育業界の会社,アパレル・美容業界の会社・小売業界の会社・教育業界,美容サロン業界の会社・美容グッズ販売業界の会社・その他スクール業界の会社・自社型eコマース業界の会社,ネイルサロン運営・ヨガ教室運営・英語教室運営,BtoC,未計算,愛知県名古屋市中村区日比津町３丁目１番２２号,453-0061,愛知県,名古屋市中村区日比津町３丁目１番２２号,052-482-8801,052-486-0307,-,-
株式会社鳥居造園,とりいぞうえん,鳥居隆一郎,https://toriizouen.com/index.html,https://toriizouen.com/toiawase.html,4180301015411,-,-,未上場,10000000,-,1,10,-,-,6月,住宅工事および造園工事や庭木などの販売を行う会社,建設・工事業界の会社,造園工事業界の会社,小売業界の会社・建設・工事業界の会社,花屋業界の会社・自社型eコマース業界の会社・その他土木工事業界の会社・モール型eコマース業界の会社・その他建築専門工事業界の会社,植木販売・住宅庭工事・苗木販売・庭園管理・外構工事・ガーデニング・農園芸用品販売・公園工事・剪定・生花販売・公共工事,BtoB　BtoC,未計算,愛知県碧南市向陽町３丁目３３番地,447-0871,愛知県,碧南市向陽町３丁目３３番地,0566-41-5771,0566-42-7471,4128torii@shop.rakuten.co.jp,-
カツミ産業株式会社,かつみさんぎょう,檜尾典子,https://katsumisangyo.net/,https://katsumisangyo.net/contact,3120101002310,-,-,未上場,10000000,-,1,10,-,-,-,ショールやストールなどの服飾雑貨の製造および販売を行う会社,アパレル・美容業界の会社,バッグ・アパレル雑貨製造業界の会社,小売業界の会社,自社型eコマース業界の会社,レース販売・レース製造・ファッション雑貨販売・マフラー・ストール製造・ファッション雑貨製造・マフラー・ストール販売,BtoC,未計算,大阪府堺市北区八下北２番５１号,591-8014,大阪府,堺市北区八下北２番５１号,072-259-8011,072-257-2089,zz@zz-accessory.com,-
株式会社フォーミュラーサプライ,ふぉーみゅらーさぷらい,清田明徳,http://www.f-supply.com/,https://sec04.alpha-lt.net/f-supply.com/form.php,4030001010000,1987年6月,-,未上場,10000000,-,1,10,-,-,-,カー用品やキャンプ用品の販売や卸売などを行う会社,小売業界の会社,モール型eコマース業界の会社,医療・福祉業界の会社・生活用品業界の会社・小売業界の会社,介護用品・家庭用医療機器業界の会社・輸入雑貨販売業界の会社・自動車部品・カー用品販売業界の会社,カー用品・カーアクセサリー販売・レジャー用品販売,BtoC　BtoB,未計算,東京都板橋区舟渡１丁目１９番９号,174-0041,東京都,板橋区舟渡１丁目１９番９号,03-5916-0121,03-5914-3132,-,-
株式会社ビーティエヌ,びーてぃえぬ,市川洋征,http://btn.jp/,http://btn.jp/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b%e3%83%bb%e8%b3%87%e6%96%99%e8%ab%8b%e6%b1%82/,6011101052840,1992年,-,未上場,20000000,-,1,10,-,-,-,飼料や肥料および園芸資材などの開発や販売を行っている会社,食品業界の会社,農業界の会社,化学業界の会社・小売業界の会社,肥料・農薬・ガーデニング用品製造業界の会社・自社型eコマース業界の会社,ガーデニング・農園芸用品販売・消臭剤販売・健康食品製造・肥料販売・飼料販売・入浴剤販売・茶葉販売・健康食品販売・鶏卵販売・消臭剤卸売・飼料開発・消毒薬販売・食品添加物販売・食品添加物開発,BtoB　BtoC,未計算,東京都新宿区若葉１丁目２１番地マンションリキュー４１号,160-0011,東京都,新宿区若葉１丁目２１番地マンションリキュー４１号,03-5369-8863,03-5369-8865,-,-
株式会社エアートーヨー,えあーとーよー,植田宏和,https://www6.big.or.jp/~toyo/,https://www.airtoyo.co.jp/order/toiawase_form.php,6010401035217,1998年4月,-,未上場,41000000,-,1,10,-,-,-,国内線の航空券や国内旅行ツアーの販売を行う会社,エンタメ業界の会社,国内旅行業界の会社,小売業界の会社,自社型eコマース業界の会社,乗車券・乗船券・航空券（切符・回数券等）販売・旅行比較・予約サイト（ホテル・航空券等）運営・ホテル手配・旅行ツアー企画・販売,BtoB　BtoC,未計算,東京都港区浜松町２丁目１０番５号,105-0013,東京都,港区浜松町２丁目１０番５号,03-5401-1113,03-5401-1153,toyo@big.or.jp,-
ニシダシン株式会社,にしだしん,西田佳郎,http://www.nishidashin.com/index.html,http://www.nishidashin.com/inquiry/index.php,6120101042576,1960年3月,-,未上場,99700000,-,1,10,6,-,-,毛布や敷きパッドなどの繊維製品の製造および販売を行う会社,生活用品業界の会社,日用品製造業界の会社,不動産業界の会社・小売業界の会社,事業用物件・テナントビル賃貸業界の会社・自社型eコマース業界の会社,寝具（布団・シーツ・枕等）販売・寝具（布団・シーツ・枕等）製造・倉庫賃貸,BtoC　BtoB,未計算,大阪府泉大津市清水町３番３号,595-0043,大阪府,泉大津市清水町３番３号,0725-21-0021,0725-21-0011,-,-
株式会社美乃や,みのや,高田和夫,http://www.minoya.com/index.html,http://www.minoya.com/contact.php,6120101007208,1909年,-,未上場,10000000,-,-,10,-,2,-,和菓子の製造や販売、卸売を行う会社,食品業界の会社,和菓子業界の会社,小売業界の会社・外食業界の会社,自社型eコマース業界の会社・カフェ・喫茶店業界の会社,どら焼き製造・どら焼き卸売,BtoB　BtoC,未計算,大阪府堺市西区浜寺諏訪森町中２丁１８０番地,592-8348,大阪府,堺市西区浜寺諏訪森町中２丁１８０番地,072-261-0407,072-264-6644,-,-
株式会社文銭堂本舗,ぶんせんどうほんぽ,田口雅章,http://www.bunsendo-hompo.com/index.html,https://secure2.enekoshop.jp/shop/ContactForm?cid=377504d6531f54afdf0bf836ff80cdd611870ee1&shopid=2904&lc=0,5010401017042,1948年11月,-,未上場,10000000,-,-,10,-,2,-,「文銭最中」などの製造や販売を行う会社,食品業界の会社,和菓子業界の会社,小売業界の会社,自社型eコマース業界の会社,餅菓子（大福・わらび餅等）販売・カステラ販売・もなか製造・カステラ製造・餅菓子（大福・わらび餅等）製造・もなか販売,BtoC　BtoB,未計算,東京都港区新橋３丁目６番１４号,105-0004,東京都,港区新橋３丁目６番１４号,03-3591-4441,03-3591-4443,info@bunsendo-hompo.com,-
株式会社銀座江戸市,ぎんざえどいち,今中拓二,https://ginza-edoichi.co.jp/,https://ginza-edoichi.co.jp/contact.html,5010001102236,2006年8月,-,未上場,15000000,-,-,10,-,1,-,リユースやリサイクル買取販売事業および盆栽のリースなどを行う会社,小売業界の会社,古本・リサイクルショップ業界の会社,アパレル・美容業界の会社・小売業界の会社・コンサルティング業界の会社,ジュエリー製造業界の会社・花屋業界の会社・起業コンサルティング業界の会社・自社型eコマース業界の会社,時計修理・貴金属買取・貴金属卸売・中古ブランド品販売・プリザーブドフラワー販売・出張買取・貴金属販売・美術品鑑定・観葉植物販売・貴金属査定・美術品買取・時計販売,BtoB　BtoC,未計算,東京都中央区銀座１丁目１３番６号銀座江戸市ビル,104-0061,東京都,中央区銀座１丁目１３番６号銀座江戸市ビル,03-3547-8711,03-3547-8712,tahara@ginza-edoichi.co.jp,-
株式会社五十嵐工具,いがらしこうぐ,五十嵐一夫,https://www.ig-tool.com/,https://www.ig-tool.com/login/inquiryedit,7010801000843,1961年,-,未上場,-,-,-,10,1,-,-,ドリルや機械工具および作業工具の製造および卸売を行う会社,機械業界の会社,工具製造業界の会社,小売業界の会社・商社業界の会社,作業関連用品販売業界の会社・自社型eコマース業界の会社・その他専門商社業界の会社・その他小売業界の会社,作業用マスク販売・工具卸売・研削工具販売・ドリル製造・ドライバー販売・研削工具製造・切削工具卸売・接着剤販売・作業手袋販売・ドリル販売・切削工具製造・ドライバー製造・安全靴・作業靴販売・ヘルメット販売,BtoB　BtoC,未計算,東京都大田区新蒲田３丁目９番１６号,144-0054,東京都,大田区新蒲田３丁目９番１６号,03-3739-0233,03-3739-0120,ig-info@ig-tool.com,-
青山貿易株式会社,あおやまぼうえき,谷畑裕美,http://www.aoyama-trading.co.jp/,https://shop.corekago.jp/aoyamat/inquiry,6010001008985,1960年10月,-,未上場,20000000,-,1,10,1,-,-,アメリカ・ヨーロッパ輸入雑貨の卸売・Web販売を行う会社,商社業界の会社,日用品・化粧品専門商社業界の会社,小売業界の会社,モール型eコマース業界の会社,キッチン用品販売・ファッション雑貨卸売・キッチン用品卸売・ファッション雑貨販売・インテリア雑貨販売・生活雑貨卸売・輸入雑貨卸売・ハンガー卸売・ハンガー販売,BtoC　BtoB,未計算,東京都千代田区神田美倉町１０番地,101-0038,東京都,千代田区神田美倉町１０番地,03-3256-9326,03-3256-9329,info@aoyama-trading.co.jp,-
フジミックス株式会社,ふじみっくす,安藤健次,http://www.fujimix.jp/,http://www.fujimix.jp/form.html,5180001086355,1987年9月,-,未上場,10000000,-,2,10,-,-,-,カーオーディオやカーナビの修理およびカーリペアを行う会社,機械関連サービス業界の会社,機械修理業界の会社,通信機器業界の会社・自動車・乗り物業界の会社・小売業界の会社,パソコン販売・修理業界の会社・自動車整備業界の会社・自社型eコマース業界の会社・その他小売業界の会社,カーオーディオ販売・カーナビ販売,BtoB　BtoC,未計算,愛知県一宮市千秋町佐野字清水８５番１,491-0804,愛知県,一宮市千秋町佐野字清水８５番１,0586-75-5112,0586-75-5330,-,-
株式会社モック,もっく,山口紘司,http://mokku.info/,http://www.mokku.info/eccube/html/contact/index.php,3010701019161,2000年1月,-,未上場,10000000,-,1,10,-,-,-,飲料や菓子および雑貨などのキャラクター商品の企画や製造、販売を行う会社,食品業界の会社,飲料製造業界の会社,食品業界の会社・小売業界の会社・生活用品業界の会社,洋菓子業界の会社・自社型eコマース業界の会社・雑貨製造業界の会社,チョコレート製造・菓子卸売・菓子製造・菓子販売・焼き菓子（クッキー・マドレーヌ等）卸売・焼き菓子（クッキー・マドレーヌ等）製造・チョコレート販売・チョコレート卸売・焼き菓子（クッキー・マドレーヌ等）販売・キャラクター製品製造・キャラクター製品販売・キャラクター製品卸売・飲料卸売・飲料販売,BtoC　BtoB,未計算,東京都品川区大井4-4-2　大井MAX-1　4階,140-0014,東京都,品川区大井4-4-2　大井MAX-1　4階,03-5746-5600,03-5746-5521,hpmo@mokku.info,-
株式会社グラムスタイル,ぐらむすたいる,片岡謙,http://company.glam-style.jp/index.html,http://company.glam-style.jp/contact.html,5120901032653,2013年5月,-,未上場,3000000,-,1,10,-,-,-,生活雑貨のEC事業を行う会社,小売業界の会社,雑貨販売業界の会社,小売業界の会社,モール型eコマース業界の会社,カーペット販売・インテリア製品製造・インテリア雑貨販売・インテリア製品販売,BtoC　BtoB,未計算,大阪府高槻市野見町３番３号興喜第二ビル１Ｆ,569-0077,大阪府,高槻市野見町３番３号興喜第二ビル１Ｆ,072-669-8144,072-669-8147,info@glam-style.jp,-
有限会社伊藤素樹事務所,いとうもとやじむしょ,伊藤素樹,http://motoya-exp.com/,http://motoya-exp.com/contact/,2013202000756,1992年9月,-,未上場,3000000,-,1,10,-,5,-,コーヒーのケータリングサービスや起業コンサルティングなどを行う会社,外食業界の会社,カフェ・喫茶店業界の会社,コンサルティング業界の会社・小売業界の会社・食品業界の会社,経営コンサルティング業界の会社・起業コンサルティング業界の会社・自社型eコマース業界の会社・コーヒー製造業界の会社,コーヒー豆販売・コーヒー販売・営業コンサルティング・販売コンサルティング・フランチャイズ運営・コーヒー飲料製造・フランチャイズ経営支援,BtoB　BtoC,未計算,東京都目黒区中目黒１丁目１番１７号,153-0061,東京都,目黒区中目黒１丁目１番１７号,03-5704-0755,03-5704-0756,info@motoya-exp.com,-
有限会社アトリエ染花,あとりえせんか,-,https://www.atelier-senka.com,https://www.atelier-senka.com/http/www-atelier-senka-com/,6011002000361,1981年,-,未上場,-,-,-,10,-,1,-,「グランマニエブローチ」などの花飾りの制作および販売を行う会社,アパレル・美容業界の会社,レディースアパレルメーカー業界の会社,教育業界・小売業界の会社,その他スクール業界の会社・自社型eコマース業界の会社・レディースアパレルショップ業界の会社,アクセサリー販売・アパレルOEM・アクセサリー製造,BtoC　BtoB,未計算,東京都渋谷区東２丁目５番３６号,150-0011,東京都,渋谷区東２丁目５番３６号,03-3400-8417,03-3400-7147,-,-
株式会社ラクーナ,らくーな,前田大樹,http://www.la-cunahonpo.com/,https://airricobaby.com/contact/,6180301023585,2007年5月,-,未上場,-,-,11,10,-,-,-,身体に負担をかけない抱っこ紐や授乳クッションなどの製造および販売を行う会社,生活用品業界の会社,ベビー用品製造業界の会社,小売業界の会社,自社型eコマース業界の会社,クッション販売・ベビー用品販売・クッション製造,BtoC,未計算,愛知県名古屋市中村区二ツ橋町５丁目５１番４号,453-0813,愛知県,名古屋市中村区二ツ橋町５丁目５１番４号,052-414-5992,052-414-5958,info@airricobaby.com,-
日章運輸倉庫株式会社,にっしょううんゆそうこ,中村美蘭,http://www.nissyo-unyu.co.jp/,http://nissyo-unyu.co.jp/question.html,7120001133458,1997年3月,-,未上場,11000000,-,1,10,1,-,-,家具配送などを行う物流サービスの会社,運輸・物流業界の会社,一般貨物輸送業界の会社,運輸・物流業界の会社・小売業界の会社,引っ越し業界の会社・自社型eコマース業界の会社,緩衝材・クッション材販売・トラック運送・物流代行・家具組立,BtoB　BtoC,未計算,大阪府大阪市西成区北津守１丁目８番８号,557-0061,大阪府,大阪市西成区北津守１丁目８番８号,06-6777-2530,06-6777-2535,info@nissyo-unyu.co.jp,-
株式会社健康食育研究所,けんこうしょくいくけんきゅうじょ,永井潤,http://kkksk.co.jp/,http://kkksk.co.jp/contact/,5013301035477,-,-,未上場,3000000,-,1,10,-,-,-,「天然酵素りたん」などの健康食品を開発・販売する会社,食品業界の会社,健康食品業界の会社,小売業界の会社,モール型eコマース業界の会社,健康食品開発・健康食品販売,BtoC,未計算,東京都豊島区東池袋１丁目３６番７号アルテール池袋２０３号,170-0013,東京都,豊島区東池袋１丁目３６番７号アルテール池袋２０３号,03-6912-5290,-,-,-
株式会社二葉,ふたば,小林元文,http://www.futaba-en.jp/,http://www.futaba-en.jp/contact/forms/index/1,8011101018658,1920年,-,未上場,10000000,-,-,10,1,-,-,「江戸小紋」の着物などを生産している会社,アパレル・美容業界の会社,その他アパレル・美容業界の会社,生活用品業界の会社・アパレル・美容業界の会社・小売業界の会社,美術品・伝統工芸品業界の会社・繊維加工・織布業界の会社・自社型eコマース業界の会社,体験教室運営・和服・着物（浴衣・振袖等）製造・和装小物販売・アクセサリー販売・和装小物製造・和服・着物（浴衣・振袖等）販売・染色加工・博物館運営,BtoC,未計算,東京都新宿区上落合２丁目３番２号,161-0034,東京都,新宿区上落合２丁目３番２号,03-3368-8133,03-3362-3287,info@futaba-en.jp,-
株式会社コヤマ,こやま,小山聡彦,https://www.koyama-happy.com/,https://www.koyama-happy.com/form,4010001002858,1958年,-,未上場,10000000,-,1,10,-,-,-,「日本列島キーホルダー」や麻雀グッズの販売を行う会社,生活用品業界の会社,雑貨製造業界の会社,小売業界の会社,自社型eコマース業界の会社,キーホルダー販売・ストラップ販売・ストラップ製造,BtoC　BtoB,未計算,東京都文京区本駒込３丁目１７番１１号,113-0021,東京都,文京区本駒込３丁目１７番１１号,03-5815-4666,03-6659-5848,-,-
株式会社エム・エフ・プランニング,えむ・えふ・ぷらんにんぐ,大塚みどり,http://rentalflower.com/,http://rentalflower.com/contact,3010901013864,1994年12月,-,未上場,10000000,-,1,10,-,-,-,アートフラワーの企画や制作およびレンタルを行う会社,小売業界の会社,花屋業界の会社,小売業界の会社,自社型eコマース業界の会社,造花販売,BtoB　BtoC,未計算,東京都世田谷区桜丘４丁目２６番８号,156-0054,東京都,世田谷区桜丘４丁目２６番８号,03-5451-0420,03-5451-0421,shop@mf-planning.com,-
ウシヤマ電機株式会社,うしやまでんき,牛山修哉,http://www.ushiyama.co.jp/,http://www.ushiyama.co.jp/inquiry.shtml,7010901013621,1979年7月,-,未上場,10000000,-,1,10,-,-,-,ワイヤーハーネスの加工機器の販売およびメンテナンスを行う会社,商社業界の会社,その他専門商社業界の会社,小売業界の会社・その他サービス業界の会社,作業関連用品販売業界の会社・自社型eコマース業界の会社・Web制作業界の会社,検査機器販売・工具卸売・ワイヤー販売・機械保守・メンテナンス・ワイヤー卸売・測定器卸売・検査機器卸売・測定器販売・ケーブル卸売・工具販売,BtoC　BtoB,未計算,東京都世田谷区松原３丁目４０番７号パインフィールドビル,156-0043,東京都,世田谷区松原３丁目４０番７号パインフィールドビル,03-5355-6231,03-5355-6232,web@ushiyama.co.jp,-
株式会社ワンズワード,わんずわーど,山上則幸,http://ones-word.co.jp/,http://ones-word.co.jp/contact/,1010501030931,2007年4月,-,未上場,3000000,-,1,10,-,-,-,アパレル雑貨の輸入および製造販売などを行う会社,生活用品業界の会社,雑貨製造業界の会社,小売業界の会社,モール型eコマース業界の会社・輸入雑貨販売業界の会社,アクセサリー販売・雑貨OEM・アパレルOEM・皮革製品販売・ベルト（アパレル）卸売・飾り金具製造・かばん・バッグ販売・飾り金具販売・アクセサリー卸売・アクセサリー製造・かばん・バッグ製造・通信販売・皮革製品製造・ベルト（アパレル）製造・財布製造・かばん・バッグ卸売・財布販売・ベルト（アパレル）販売,BtoC　BtoB,未計算,東京都台東区柳橋２丁目１５－５第二眞市ビル３階,111-0052,東京都,台東区柳橋２丁目１５－５第二眞市ビル３階,03-5829-9550,03-5829-9551,info@ones-word.co.jp,-
株式会社エイダ,えいだ,野澤恭平,http://ada-japan.com/,http://ada-japan.com/contact/,6020001087054,2010年8月,-,未上場,5000000,-,1,10,-,-,-,全巻販売専門のオンライン書店を運営する会社,小売業界の会社,自社型eコマース業界の会社,未分類,未分類,映像機器レンタル・リース,BtoC,未計算,東京都千代田区神田須田町１丁目２番地３山房ビル３Ｆ５０３号室,101-0041,東京都,千代田区神田須田町１丁目２番地３山房ビル３Ｆ５０３号室,03-6206-9955,-,support@hyakumu.com,-
株式会社三陽スプリング製作所,さんようすぷりんぐせいさくじょ,大原泰秀,http://www.sanyou-sp.com/index.html,http://www.sanyou-sp.com/inquiry.html,3120001137693,1948年4月,-,未上場,-,200000000,1,10,-,-,-,機械バネやモップの製造販売及び線材加工を行う会社,製造業界の会社,金属部品製造業界の会社,製造業界の会社・小売業界の会社・その他サービス業界の会社,金属加工請負業界の会社・自社型eコマース業界の会社・生活関連レンタル・リース業界の会社,清掃用品レンタル・リース・鉄線製造・清掃用品製造・清掃用品販売,BtoB,未計算,大阪府大阪市生野区巽中１丁目２４番２７号,544-0013,大阪府,大阪市生野区巽中１丁目２４番２７号,06-6757-7531,06-6757-7532,info@sanyou-sp.com,-
株式会社シモカワ,しもかわ,下川眞一,https://bag-shimokawa.com/,https://shop.bag-shimokawa.com/contact,7122001003269,1972年4月,-,未上場,10000000,231000000,1,10,-,-,2月,手作りハンドバッグの製造と販売を行う会社,アパレル・美容業界の会社,バッグ・アパレル雑貨製造業界の会社,小売業界の会社,自社型eコマース業界の会社,かばん・バッグ製造・かばん・バッグ販売,BtoC,未計算,大阪府東大阪市永和２丁目１６番１１号,577-0809,大阪府,東大阪市永和２丁目１６番１１号,06-6722-1667,06-6723-8809,-,-
株式会社レティクル,れてぃくる,松木徹雄,https://www.reticle.jp.net/,https://www.reticle.jp.net/contact,8013301035986,2014年9月,-,未上場,3000000,-,1,10,-,-,-,映像の制作やEコマース事業およびタレントマネジメント事業などを行う会社,エンタメ業界の会社,映像・CM制作業界の会社,生活用品業界の会社・人材業界の会社・IT業界の会社・エンタメ業界の会社・小売業界の会社,日用品・雑貨販売業界の会社・個人向けセミナー業界・デジタルコンテンツ業界の会社・芸能プロダクション業界の会社・自社型eコマース業界の会社,動画撮影・セミナー企画・映画制作・映像制作,BtoB　BtoC,未計算,東京都豊島区南大塚１丁目６０番２０号,170-0005,東京都,豊島区南大塚１丁目６０番２０号,03-3946-0533,-,info@reticle.jp.net,-
株式会社ユーロトレーディングリミテッド,ゆーろとれーでぃんぐりみてっど,佐藤洋公,http://www.euro-trading.co.jp,http://www.euro-trading.co.jp/contact/,4010601033699,1992年10月,-,未上場,10000000,-,1,10,-,-,-,イタリア料理に用いる食材の輸入・卸売、およびWebショップ「アンブロシア」の運営を行う会社,商社業界の会社,その他食品専門商社業界の会社,小売業界の会社,自社型eコマース業界の会社,食肉加工品（ソーセージ・ベーコン・ハム等）販売・食肉加工品（ソーセージ・ベーコン・ハム等）卸売・輸入食品販売・チーズ卸売・チーズ販売・輸入代行,BtoB　BtoC,未計算,東京都江東区富岡１丁目１番８号,135-0047,東京都,江東区富岡１丁目１番８号,03-5245-2630,03-5245-2631,info@euro-trading.co.jp,-
株式会社ミヤハン,みやはん,成田治,http://www.miyahan.co.jp/index.html,http://www.miyahan.co.jp/inquiry/index.html,6010001030213,1942年5月,-,未上場,92000000,-,3,10,-,-,-,"イベント用テントの設計施工やエコバッグおよびオーダー家具ブランド「so,what」の運営を行う会社",製造業界の会社,その他製造業界の会社,建設・工事業界の会社・アパレル・美容業界の会社・小売業界の会社・生活用品業界の会社,その他建造物建築業界の会社・バッグ・アパレル雑貨製造業界の会社・事業用リフォーム業界の会社・自社型eコマース業界の会社・家具製造業界の会社,防水工事・コンクリート工事・業務用テント製造・オーニング製造・タイル工事・業務用テント販売・内装工事・オーニング販売,BtoB　BtoC,未計算,東京都千代田区外神田５丁目５番４号,101-0021,東京都,千代田区外神田５丁目５番４号,03-3832-1361,03-3832-1369,sowhat@sowhat-japan.com,-
佐久間木材株式会社,さくまもくざい,佐久間賢之,http://www.sakuma-mokuzai.com/index.html,https://www.sakuma-mokuzai.com/contact.php,3010501004875,1951年1月,-,未上場,10000000,-,2,10,-,-,-,木材や建材および木製雑貨などのWeb販売を行う会社,商社業界の会社,建材専門商社業界の会社,生活用品業界の会社・小売業界の会社,雑貨製造業界の会社・自社型eコマース業界の会社,木材加工・木材卸売,BtoC　BtoB,未計算,東京都台東区寿１丁目１１番６号,111-0042,東京都,台東区寿１丁目１１番６号,03-3843-5221,03-3842-0390,web-info@sakuma-mokuzai.com,-
株式会社三和クリスマス工芸,さんわくりすますこうげい,田中隆史,http://www.sanwa-xmas.ecnet.jp/index.html,http://www.sanwa-xmas.ecnet.jp/contact.html,6122001018664,1969年3月,-,未上場,10000000,-,1,10,-,-,-,寝袋兼用リュックの製造やプリント基板の組立加工を行う会社,製造業界の会社,防災・防犯機器業界の会社,小売業界の会社・機械業界の会社,自社型eコマース業界の会社・電子部品製造業界の会社,-,BtoB　BtoC,未計算,大阪府八尾市田井中４丁目１４６番地,581-0095,大阪府,八尾市田井中４丁目１４６番地,072-949-5161,072-949-2408,-,-
イースートレーディング株式会社,いーすーとれーでぃんぐ,コウマツトウ,http://www.ys-t.com/index.html,http://www.ys-t.com/contact.html,3010001121584,2008年11月,-,未上場,10000000,-,2,10,-,-,-,化粧品や日用品の販売を行う会社,小売業界の会社,化粧品販売業界の会社,生活用品業界の会社・コンサルティング業界の会社・小売業界の会社,日用品・雑貨販売業界の会社・その他コンサルティング業界の会社・モール型eコマース業界の会社・輸入雑貨販売業界の会社,アロマ製品販売・化粧品販売・日用品販売・化粧品輸入・インテリア製品販売・商品企画,BtoC　BtoB,未計算,東京都中央区東日本橋２丁目２８番４号日本橋ＣＥＴビル２階,103-0004,東京都,中央区東日本橋２丁目２８番４号日本橋ＣＥＴビル２階,03-6271-0192,03-6368-3251,-,-
有限会社児雷也,じらいや,北林正守,http://www.jiraiya.co.jp/,http://www.jiraiya.co.jp/fs_request.html,5122002002552,1991年3月,-,未上場,3000000,-,1,10,-,-,-,劇団「Gock-Luck」などのマネジメントを行う会社,エンタメ業界の会社,芸能プロダクション業界の会社,教育業界・小売業界の会社,その他スクール業界の会社・自社型eコマース業界の会社,イベント企画・イベント制作・タレントマネジメント・舞台演出・劇団運営・アーティストマネジメント・イベント運営,BtoC,未計算,大阪府大阪市淀川区十三本町２丁目３番１７号,532-0024,大阪府,大阪市淀川区十三本町２丁目３番１７号,06-6770-9101,06-6306-3335,info@jiraiya.co.jp,-
