[検索条件]連絡先の有無：お問い合わせページあり.業界：小売業界の会社・自社型eコマース業界の会社・モール型eコマース業界の会社.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
有限会社サッコグラフィクス,さっこぐらふぃくす,佐古建夫,http://www.sakko.co.jp/,https://www.eigo-card.com/store/contact_us.php,7010002010238,1998年1月,-,未上場,-,-,1,-,-,-,-,子供向け英語教材の出版などを行う会社,マスコミ業界の会社,書籍出版業界の会社,広告業界の会社・小売業界の会社,紙媒体印刷業界の会社・その他小売業界の会社・自社型eコマース業界の会社,印刷用紙販売・名刺印刷・カード販売・教材卸売・シール販売・カルチャー教室運営・教材制作・教材販売,BtoB　BtoC,未計算,東京都千代田区神田錦町３丁目９番地,101-0054,東京都,千代田区神田錦町３丁目９番地,03-5281-8760,03-5281-8761,info@sakko.co.jp,-
有限会社並川平兵衛商店,なみかわへいべえしょうてん,並川剛彦,http://www.namikawa-ltd.co.jp/,https://www.namikawa-ltd.co.jp/contact,9013202004734,-,-,未上場,-,-,1,-,-,-,-,砥石の販売を手掛ける会社,小売業界の会社,その他小売業界の会社,小売業界の会社,自社型eコマース業界の会社・書籍・マルチメディア販売業界の会社,砥石販売・DVD販売・書籍販売,BtoC,未計算,東京都目黒区緑が丘１丁目１３番４号,152-0034,東京都,目黒区緑が丘１丁目１３番４号,03-3718-4835,03-3718-4900,info@namikawa-ltd.co.jp,-
有限会社サトウ画材,さとうがざい,佐藤和博,http://www.gazaisato.co.jp/,http://gakubuchiyasan.com/%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,6010602030867,1989年5月,-,未上場,-,-,-,-,-,1,-,画材や額縁の販売を行う会社,小売業界の会社,その他小売業界の会社,小売業界の会社,自社型eコマース業界の会社,額縁・フレーム販売・釣り具販売・時計製造・画材販売・時計販売,BtoC,未計算,東京都江東区森下３丁目１４番３号,135-0004,東京都,江東区森下３丁目１４番３号,03-5625-7566,03-5625-7567,tonton@sato.email.ne.jp,-
有限会社船津塗料店,ふなつとりょうてん,船津正人,http://www.paint-funatu.co.jp/,https://secure.shop-pro.jp/?mode=inq&shop_id=PA01109560,8011502005197,-,-,未上場,-,-,-,-,-,1,-,業務用塗料や関連副資材の販売を行う会社,小売業界の会社,その他小売業界の会社,小売業界の会社,自社型eコマース業界の会社,塗装用品販売・コンパウンド販売・自動車用塗料販売・工業用塗料販売・塗料販売・工業用テープ販売,BtoB　BtoC,未計算,東京都北区上十条３丁目９番７号,114-0034,東京都,北区上十条３丁目９番７号,03-3909-5561,-,info@paint-funatu.co.jp,-
株式会社ライト・ウィズアウト・ヒート,らいと・うぃずあうと・ひーと,永瀬吉威 ,http://vermilion-lwh.jp/,http://vermilion-lwh.jp/#l_05,6011001049482,2006年10月,-,未上場,-,-,-,-,-,1,-,レザーバッグなどメンズのオリジナルレザー製品の企画および卸売を行う会社,製造業界の会社,皮革製造業界の会社,小売業界の会社・商社業界の会社,自社型eコマース業界の会社・雑貨販売業界の会社・雑貨専門商社の会社・その他アパレルショップ業界の会社,皮革製品販売・皮革製品卸売・財布卸売・ボールペン卸売・かばん・バッグ卸売・財布販売・ボールペン販売・ショールーム運営・靴卸売・かばん・バッグ販売,BtoB　BtoC,未計算,東京都渋谷区恵比寿西１丁目２番１号,150-0021,東京都,渋谷区恵比寿西１丁目２番１号,03-6231-8551,03-6231-8553,-,-
有限会社フェローズプラネット,ふぇろーずぷらねっと,細川真名,http://www.fellows-shop.com/,https://cart9.shopserve.jp/-/fellows-shop.com/FORM/contact.cgi,2012402022016,1996年2月,-,未上場,3000000,-,1,-,-,-,-,ベビー用品やマタニティグッズの販売を手掛ける会社,小売業界の会社,その他小売業界の会社,小売業界の会社,自社型eコマース業界の会社,マタニティ用品販売・ベビー用品販売,BtoC,未計算,東京都武蔵野市吉祥寺本町２丁目１４番７号吉祥ビル１階,180-0004,東京都,武蔵野市吉祥寺本町２丁目１４番７号吉祥ビル１階,0422-20-6188,0422-20-6188,web@fellows-shop.com,-
株式会社ワイズスタイル,わいずすたいる,蔵田由貴美,http://www.ystyle.jp/index.html,http://www.ystyle.jp/contact/index.html,4013201012057,2006年5月,-,未上場,10000000,-,1,-,-,1,-,フラワーデザインやデザイン教室及び雑貨販売などを行う会社,小売業界の会社,花屋業界の会社,小売業界の会社・その他サービス業界の会社,その他小売業界の会社・雑貨販売業界の会社・ブライダル業界の会社・自社型eコマース業界の会社,生花販売・ウェディング雑貨販売・紅茶販売,BtoC,未計算,東京都目黒区青葉台３丁目７番１７号,153-0042,東京都,目黒区青葉台３丁目７番１７号,03-3770-2337,03-3770-2323,info@ystyle.jp,-
株式会社昌道,まさみち,-,https://masamichi.tokyo/,https://masamichi.tokyo/?page_id=119,6011301006638,-,-,未上場,-,-,-,-,-,1,-,印鑑・印章を取り扱う「印昌道」を運営する会社,生活用品業界の会社,文房具業界の会社,小売業界の会社,自社型eコマース業界の会社,印章・印鑑・はんこ販売・印章・印鑑・はんこ製造,BtoC,未計算,東京都杉並区上井草１丁目３３番７号,167-0023,東京都,杉並区上井草１丁目３３番７号,03-3394-2315,-,hah33890@ams.odn.ne.jp,-
有限会社レプリカーズ,レプリカーズ,星野仁志,http://replicars.co.jp/,http://replicars.co.jp/%E3%81%8A%E5%95%8F%E5%90%88%E3%81%9B/,7011802008652,1991年8月,-,未上場,7000000,-,1,-,-,-,-,スケールモデルやミニカーおよびミニチュア模型を製造する会社,製造業界の会社,その他製造業界の会社,小売業界の会社・生活用品業界の会社,自社型eコマース業界の会社・文房具業界の会社,販促品（ノベルティ等）卸売・模型卸売・文房具製造・文房具卸売・販促品（ノベルティ等）製作・模型製造,BtoC　BtoB,未計算,東京都葛飾区鎌倉３丁目２番７号,125-0053,東京都,葛飾区鎌倉３丁目２番７号,03-5612-2921,03-5612-2922,-,-
ヒカルランドパーク合同会社,ひかるらんどぱーく,石井智,http://hikarulandpark.jp/,https://www.makeshop.jp/ssl/contact/,9011103004317,-,-,未上場,-,-,1,-,-,-,-,イベントチケットや書籍、セミナー関連商品などを販売するWebを運営する会社,小売業界の会社,書籍・マルチメディア販売業界の会社,小売業界の会社,自社型eコマース業界の会社・雑貨販売業界の会社,塩販売・書籍販売・石鹸販売・DVD販売・セミナー運営・セミナー企画,BtoC,未計算,東京都新宿区津久戸町３番１１号ＴＨ１ビル飯田橋７Ｆ,162-0821,東京都,新宿区津久戸町３番１１号ＴＨ１ビル飯田橋７Ｆ,03-6265-0852,03-6265-0853,-,-
有限会社インターネット文明研究所ホールディングス,いんたーねっとぶんめいけんきゅうじょほーるでぃんぐす,横山三四郎,http://www.e-bookland.net/,http://www.e-bookland.net/contact/form/form.html,6011302000961,2000年1月,-,未上場,10000000,-,1,-,-,-,-,自主出版の情報サイト「e bookland」の運営を行う会社,マスコミ業界の会社,書籍出版業界の会社,IT業界の会社・小売業界の会社,Webサービス・アプリ運営業界の会社・モール型eコマース業界の会社・自社型eコマース業界の会社,自費出版支援・通信販売,BtoC,未計算,東京都杉並区久我山４丁目３番２号,168-0082,東京都,杉並区久我山４丁目３番２号,03-5930-5663,03-3333-1384,-,-
有限会社食スタイルスタジオ,しょくすたいるすたじお, 香取薫,http://www.curry-spice.jp/index.html,http://www.curry-spice.jp/contact.html,8012402021490,2004年1月,-,未上場,4500000,-,1,-,-,-,-,料理教室「キッチンスタジオペイズリー」の運営を行う会社,教育業界,その他スクール業界の会社,エンタメ業界の会社・小売業界の会社,国内旅行業界の会社・モール型eコマース業界の会社,料理教室運営・セミナー企画・セミナー運営,BtoC,未計算,東京都三鷹市井口３丁目１１番４４号,181-0011,東京都,三鷹市井口３丁目１１番４４号,0422-34-8544,0422-34-8544,-,-
エスプリジャパン株式会社,えすぷりじゃぱん,髙橋雄二郎,https://espritjapan.jp/,https://espritjapan.jp/contactus/,8011001105390,-,-,未上場,-,-,1,-,-,-,-,化粧品やボディケア製品などの販売を行う会社,小売業界の会社,化粧品販売業界の会社,商社業界の会社・医療・福祉業界の会社・小売業界の会社,日用品・化粧品専門商社業界の会社・介護用品・家庭用医療機器業界の会社・自社型eコマース業界の会社,健康器具販売・スキンケア用品販売,BtoC　BtoB,未計算,東京都渋谷区神山町１２番３号,150-0047,東京都,渋谷区神山町１２番３号,03-6804-9470,03-6804-9475,-,-
アイティージャパン株式会社,あいてぃーじゃぱん,-,http://www.muenkun.net/,http://www.muenkun.net/quest,9011501000074,2000年10月,-,未上場,10000000,-,1,-,-,-,-,無煙焼肉ロースターやLED照明などの販売を行う会社,小売業界の会社,輸入雑貨販売業界の会社,小売業界の会社・建設・工事業界の会社,自社型eコマース業界の会社・太陽光パネル業界の会社・その他小売業界の会社,パワーモジュール販売・暖房機器販売・LED照明販売・ロースター販売・掃除機販売,BtoB　BtoC,未計算,東京都北区豊島８丁目２７番２号,114-0003,東京都,北区豊島８丁目２７番２号,03-5959-5287,03-5959-5291,-,-
株式会社ベルブレイン,べるぶれいん,太宰厚治,http://bel-brain.co.jp/,http://bel-brain.co.jp/contact/,7010601038794,2010年1月,-,未上場,5000000,-,1,-,-,-,-,健康食品「サラシア生活」などの製造および販売を手掛ける会社,食品業界の会社,健康食品業界の会社,小売業界の会社,モール型eコマース業界の会社,健康食品OEM・清涼飲料水製造・健康食品開発・健康食品販売・健康食品素材販売,BtoB　BtoC,未計算,東京都中央区日本橋茅場町１丁目４番６号木村実業第二ビル２Ｆ,103-0025,東京都,中央区日本橋茅場町１丁目４番６号木村実業第二ビル２Ｆ,03-3527-2757,03-5695-3455,-,-
株式会社ピーアンドジー,ぴーあんどじー,木原東日,http://p-g.co.jp/index.php,http://p-g.co.jp/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/,1011501015261,2009年10月,-,未上場,-,-,1,-,-,-,-,電子商品の販売および中国のビザ取得手続き代行などを行う会社,商社業界の会社,電子部品専門商社業界の会社,小売業界の会社・エンタメ業界の会社,モール型eコマース業界の会社・海外旅行・留学業界の会社,スマホ周辺機器・スマホアクセサリー販売・ゲーム周辺機器卸売・デジタルカメラ販売・カメラ販売・パソコン販売・オフィス機器・OA機器販売・ビザ代理申請・通信機器販売・ゲーム周辺機器販売・パソコン周辺機器卸売・電子機器販売・電子機器卸売,BtoC　BtoB,未計算,東京都荒川区西日暮里６丁目１３－１２－２Ｆ,116-0013,東京都,荒川区西日暮里６丁目１３－１２－２Ｆ,03-5901-9137,03-5901-9138,-,-
株式会社清水屋,しみずや,清水吉紀,https://www.shimizusekizai.com/,https://www.shimizusekizai.com/mail/,7011401003039,1973年1月,-,未上場,10000000,-,1,-,-,-,-,墓石など各種石材の加工販売などを行っている会社,その他サービス業界の会社,葬儀業界の会社,小売業界の会社,モール型eコマース業界の会社,墓石販売・墓石製造・骨董品・アンティーク販売・墓石設置・庭園管理・石材加工,BtoC,未計算,東京都板橋区上板橋２丁目１番１号,174-0076,東京都,板橋区上板橋２丁目１番１号,03-3932-2670,-,-,-
株式会社塔文社,とうぶんしゃ,木村和夫,https://tobunshamap.com,https://tobunshamap.com/contact-us/,7010001024965,1945年2月,-,未上場,12000000,-,2,-,-,-,-,地図の制作および名入れカレンダーなどの製作を行う会社,マスコミ業界の会社,書籍出版業界の会社,小売業界の会社・広告業界の会社,モール型eコマース業界の会社・その他印刷業界の会社,ポスター印刷・カレンダー販売・カレンダー製造・地図出版,BtoC　BtoB,未計算,東京都千代田区九段南２丁目５番１号,102-0074,東京都,千代田区九段南２丁目５番１号,03-5380-5401,03-5380-5404,tobunsha@shop.rakuten.co.jp,-
株式会社ポルトインターナショナル,ぽるといんたーなしょなる,石橋正敏,https://www.porte-int.com/,https://www.porte-int.com/toiawase/,2010901011191,1994年12月,-,未上場,10000000,-,1,-,-,1,-,女性向けアパレル製品を販売および卸売を行う会社,小売業界の会社,レディースアパレルショップ業界の会社,小売業界の会社,自社型eコマース業界の会社,財布販売・アパレル製品輸入・かばん・バッグ販売・かばん・バッグ卸売・アクセサリー販売・アクセサリー卸売,BtoB　BtoC,未計算,東京都世田谷区桜丘２丁目１５番２６号,156-0054,東京都,世田谷区桜丘２丁目１５番２６号,03-3597-8695,-,support@porte-int.com,-
有限会社クラフトプラン,くらふとぷらん,渡部安,http://www5e.biglobe.ne.jp/~c-plan/index.html,https://www.setagaya-1.com/craftplan/_pc/?f=inquiry,8010902019170,-,-,未上場,5000000,-,-,-,-,1,-, パッチワーク用の布やむら染め布を販売する会社,小売業界の会社,輸入雑貨販売業界の会社,小売業界の会社・建設・工事業界の会社,自社型eコマース業界の会社・居住用リフォーム業界の会社,タイル工事・内装工事・布製品販売・食器販売・屋根工事・雑貨店運営・大工工事,BtoC　BtoB,未計算,東京都世田谷区世田谷４丁目７番７号,154-0017,東京都,世田谷区世田谷４丁目７番７号,03-3439-9555,03-3439-9977,c-puran@mue.biglobe.ne.jp,-
ママズクラブ株式会社,ままずくらぶ,鬼塚範久,http://www.mamasclub.jp,http://www.mamasclub.jp/contents/ask3.php,4011601014094,-,-,未上場,-,-,1,-,-,-,-,ベビー用品の販売を行う「ママズストア」の運営を行う会社,小売業界の会社,古本・リサイクルショップ業界の会社,小売業界の会社,モール型eコマース業界の会社・その他小売業界の会社・自社型eコマース業界の会社,ベビー用品レンタル・リース・ベビー用品販売,BtoC,未計算,東京都練馬区東大泉２丁目２０番４号グランデージＢ１Ｆ,178-0063,東京都,練馬区東大泉２丁目２０番４号グランデージＢ１Ｆ,03-3922-2288,03-3922-1771,info@mamasclub.jp,-
株式会社センチネル,せんちねる,田嶋惇,https://www.tem-jump.com/?mode=f1,https://secure.shop-pro.jp/?mode=inq&shop_id=PA01093222,4012401018054,-,-,未上場,-,-,1,-,-,-,-,Webサイトでトレーディングカードの買取や販売を行う会社,小売業界の会社,モール型eコマース業界の会社,未分類,未分類,トレーディングカード買取・トレーディングカード販売,BtoC,未計算,東京都武蔵野市吉祥寺本町１丁目１１番３０号,180-0004,東京都,武蔵野市吉祥寺本町１丁目１１番３０号,0422-22-2106,-,info@tem-jump.com ,-
有限会社タムラ塗料,たむらとりょう,田村慎太郎,https://www.tamuratoryo.jp/,https://www.tamuratoryo.jp/#support,7011802015665,1974年4月,-,未上場,-,-,-,-,-,1,-,建築用塗料を専門に販売している会社,商社業界の会社,その他専門商社業界の会社,小売業界の会社,モール型eコマース業界の会社・その他小売業界の会社,塗料卸売・塗料販売,BtoB　BtoC,未計算,東京都足立区谷在家１丁目３番１６号,123-0863,東京都,足立区谷在家１丁目３番１６号,03-3854-5616,03-3854-5721,g-book@shop.rakuten.co.jp,-
有限会社スモールワールド,すもーるわーるど,浅川知,http://www.far-out.co.jp/index.html,http://www.far-out.co.jp/contact.html,6011702017688,-,-,未上場,-,-,-,-,-,1,-,フィギュアやアクセサリー等のキャラクターグッズの販売を行う会社,小売業界の会社,雑貨販売業界の会社,小売業界の会社,輸入雑貨販売業界の会社・モール型eコマース業界の会社,バッジ販売・人形販売・時計販売・カード販売・アクセサリー販売・フィギュア販売・キャラクター製品販売,BtoC,未計算,東京都台東区鳥越１丁目４番３号ミハマビル６Ｆ,111-0054,東京都,台東区鳥越１丁目４番３号ミハマビル６Ｆ,03-6809-5759,03-6809-5759,info@far-out.co.jp,-
株式会社シナジーカンパニージャパン,しなじーかんぱにーじゃぱん,大瀧純子,https://ssl.synergy-co.jp/,https://ssl.synergy-co.jp/contact/form.html,5010001116905,2002年8月,-,未上場,20000000,-,2,-,-,-,-,健康食品「ピュアシナジー」等の販売や卸売を手掛ける会社,食品業界の会社,健康食品業界の会社,小売業界の会社,自社型eコマース業界の会社・モール型eコマース業界の会社,健康食品販売・健康食品開発・健康食品素材販売・健康食品卸売,BtoB　BtoC,未計算,東京都千代田区西神田３丁目５番３号,101-0065,東京都,千代田区西神田３丁目５番３号,03-5276-2130,03-5276-2131,shopmaster@shop-synergy.jp,-
株式会社パテントテック社,ぱてんとてっくしゃ,新井喜美雄,https://www.patent-tec.jp/,https://www.patent-tec.jp/contact,3010001116048,2008年3月,-,未上場,10000000,-,1,-,-,-,-,書籍の出版やセミナーの開催を行う会社,マスコミ業界の会社,書籍出版業界の会社,小売業界の会社・人材業界の会社・不動産業界の会社,モール型eコマース業界の会社・個人向けセミナー業界・レンタルスペース業界の会社,書籍販売・セミナー企画・セミナー運営・貸会議室運営,BtoC　BtoB,未計算,東京都千代田区神田佐久間町１丁目１４番地,101-0025,東京都,千代田区神田佐久間町１丁目１４番地,03-5297-1131,03-3252-2967,seminar@patent-tec.jp,-
株式会社杉原書店,すぎはらしょてん,-,http://sugihara.koshoten.net/catalog/default.php,http://sugihara.koshoten.net/catalog/contact_us.php,6010001003929,-,-,未上場,-,-,-,-,-,1,-,社会、および人文科学などの学術古書の販売を行う会社,小売業界の会社,古本・リサイクルショップ業界の会社,小売業界の会社,自社型eコマース業界の会社,古書販売,BtoC,未計算,東京都文京区西片１丁目２番５号,113-0024,東京都,文京区西片１丁目２番５号,03-3816-0283,03-3811-4209,sugihara@tcn-catv.ne.jp,-
有限会社タイムスペース,たいむすぺーす,林康治,https://www.rakuten.co.jp/t-space/index.html,https://ask.step.rakuten.co.jp/inquiry-form/?page=simple-inquiry-nmr&act=input&ms=500&shop_id=209071&language_type=0,2010002003642,-,-,未上場,-,-,1,-,-,-,-,楽天市場で生活雑貨などの通信販売を行っている会社,小売業界の会社,雑貨販売業界の会社,小売業界の会社,モール型eコマース業界の会社,スマホ周辺機器・スマホアクセサリー卸売・雑貨卸売・時計卸売・家電卸売・LED製品販売,BtoC,未計算,東京都文京区湯島３丁目２１番５号,113-0034,東京都,文京区湯島３丁目２１番５号,03-3833-7988,03-3833-7989,t-space_2@shop.rakuten.co.jp,-
逸品堂株式会社,いっぴんどう,吉川茂,http://www.ippindou.com/,http://www.ippindou.com/contact/postmail.html,7012801007570,2003年6月,-,未上場,-,-,1,-,-,-,-,高麗人参の粉末などの輸入食品を販売する会社,小売業界の会社,その他小売業界の会社,小売業界の会社,自社型eコマース業界の会社・モール型eコマース業界の会社,輸入食品販売・健康食品販売・香辛料・スパイス販売,BtoC,未計算,東京都立川市錦町１丁目１９番１４号,190-0022,東京都,立川市錦町１丁目１９番１４号,042-525-9178,042-526-9870,info@ippindou.com,-
株式会社ワークハウス,わーくはうす,本田伸雄,http://work-house.co.jp/,http://work-house.co.jp/contact/,4013401002163,1995年6月,-,未上場,10000000,-,1,-,-,-,-,Webストア「世界の雑貨屋」を運営する会社,小売業界の会社,輸入雑貨販売業界の会社,小売業界の会社,自社型eコマース業界の会社,かばん・バッグ販売・帽子販売・雑貨輸入・時計販売,BtoC,未計算,東京都稲城市矢野口２２６８番地の１ニュークレセントビル１階,206-0812,東京都,稲城市矢野口２２６８番地の１ニュークレセントビル１階,042-379-0350,042-379-0360,info@work-house.co.jp,-
株式会社ビックグローブ,びっくぐろーぶ,穴田一朗,http://www.lsd-boutique.com/,http://www.lsd-boutique.com/contact/,2240001037585,-,-,未上場,-,-,1,-,-,1,-,「VAN DER BAUWEDE」など、男性向けブランドの腕時計専門Web販売サイトの運営会社,小売業界の会社,モール型eコマース業界の会社,未分類,未分類,腕時計販売,BtoC,未計算,東京都渋谷区神宮前３丁目２５番１２号,150-0001,東京都,渋谷区神宮前３丁目２５番１２号,03-6447-1311,03-6447-1311,info@long-slow-distance.com,-
エースター有限会社,えーすたー,-,https://happy2gift.stores.jp/,https://happy2gift.stores.jp/inquiry,7010402033656,-,-,未上場,-,-,1,-,-,-,-,乳児向けアパレル製品の販売を行う会社,小売業界の会社,キッズアパレルショップ業界の会社,小売業界の会社,自社型eコマース業界の会社,ベビー服販売・ハンカチ販売・タオル販売,BtoC,未計算,東京都港区南青山２丁目１７番１３号,107-0062,東京都,港区南青山２丁目１７番１３号,070-6941-2091,-,-,-
スラマット・エヌ・バニラ株式会社,すらまっと・えぬ・ばにら,-,http://uganda.vanilla.ne.jp/,http://uganda.vanilla.ne.jp/contact.html,4010401035846,-,-,未上場,-,-,1,-,-,-,-,ウガンダ産「オーガニックグルメバニラビーンズ」を販売する会社,商社業界の会社,農産物食品専門商社業界の会社,小売業界の会社,自社型eコマース業界の会社・モール型eコマース業界の会社,和菓子材料卸売・和菓子材料販売,BtoC,未計算,東京都港区南青山６丁目１３番４号,107-0062,東京都,港区南青山６丁目１３番４号,03-3498-1601,03-3498-1602,stores@vanilla.ne.jp,-
株式会社三ツ木園,みつぎえん,池谷貴子,http://www.e-mitsugien.co.jp,https://secure.shop-pro.jp/?mode=inq&shop_id=PA01050616,8010001117990,1954年,-,未上場,3000000,-,1,-,2,-,-,日本茶の製造および専門店「三ツ木園」の運営を行う会社,食品業界の会社,飲料製造業界の会社,小売業界の会社・その他サービス業界の会社,自社型eコマース業界の会社・デザイン業界の会社・モール型eコマース業界の会社,緑茶製造・抹茶製造・抹茶販売・日本茶販売・茶道具販売・日本茶製造・茶葉製造・パッケージ企画・緑茶販売,BtoC　BtoB,未計算,東京都千代田区飯田橋１丁目９番７号,102-0072,東京都,千代田区飯田橋１丁目９番７号,03-3234-6819,03-3222-5735,info@e-mitsugien.co.jp,-
信誠株式会社,しんせい,高橋和博,http://www.ryouhinkobo.com/,http://www.ryouhinkobo.com/contact/,2011401014791,-,-,未上場,-,-,1,-,-,-,-,カメラやパソコン、家電製品の卸売や輸出及びインターネット・通信販売を行う会社,小売業界の会社,モール型eコマース業界の会社,小売業界の会社,自社型eコマース業界の会社,パソコン販売・家電販売・腕時計販売・オフィス機器・OA機器販売・カメラ販売・通信機器販売・家電卸売・中古ゲーム販売・電子機器販売・家庭用ゲーム機販売,BtoC　BtoB,未計算,東京都豊島区東池袋１丁目３１－１３ライオンズマンション東池袋第３、４０４,170-0013,東京都,豊島区東池袋１丁目３１－１３ライオンズマンション東池袋第３、４０４,03-3980-2555,03-3980-5666,ryouhin@tbn.t-com.ne.jp,-
株式会社プリカ,ぷりか,加藤徳宏,https://www.pliqua.co.jp/,https://www.pliqua.co.jp/contact1/,7010001143220,-,-,未上場,-,-,-,-,-,1,-,パーティードレスなどを専門に通信販売を行う会社,小売業界の会社,レディースアパレルショップ業界の会社,小売業界の会社,モール型eコマース業界の会社,ドレス販売・靴販売・アクセサリー販売・スーツ販売・ネックレス販売,BtoC,未計算,東京都新宿区新宿１丁目４番１２号,160-0022,東京都,新宿区新宿１丁目４番１２号,03-6457-8581,03-6457-8582,info@pliqua.co.jp,-
株式会社多奈加亭,たなかてい,吉田要,http://www.tanaka-tei.co.jp/,https://tanaka-tei.shop-pro.jp/secure/?mode=inq&shop_id=PA01268749,2012401011416,1977年,-,未上場,-,-,-,-,-,4,-,焼き菓子やケーキを提供するカフェを運営する会社,外食業界の会社,カフェ・喫茶店業界の会社,食品業界の会社・小売業界の会社,洋菓子業界の会社・自社型eコマース業界の会社・モール型eコマース業界の会社,ケーキ製造・焼き菓子（クッキー・マドレーヌ等）販売・ケーキ販売・焼き菓子（クッキー・マドレーヌ等）製造・紅茶販売・ギフト・贈答品販売,BtoC,未計算,東京都武蔵野市吉祥寺本町２丁目１３番４号,180-0004,東京都,武蔵野市吉祥寺本町２丁目１３番４号,0422-30-9996,-,info@tanaka-tei.co.jp,-
有限会社田中一光商店,たなかかずみつしょうてん,田中光子,http://www.tanaka-shouten.com/,http://www.tanaka-shouten.com/#form_area,1010802009030,-,-,未上場,-,-,-,-,-,1,-,酒店「田中屋酒舗」の運営を行う会社,食品業界の会社,酒・ワイン業界の会社,小売業界の会社,モール型eコマース業界の会社・自社型eコマース業界の会社,日本酒販売・ウイスキー販売・ビール販売・通信販売・ワイン販売・酒類販売・酒類通販・ワイン輸入,BtoC,未計算,東京都大田区中央３丁目２９番１６号,143-0024,東京都,大田区中央３丁目２９番１６号,03-3771-8185,03-3771-8186,order@tanakaya3.com,-
株式会社小川金属,おがわきんぞく,小川一,http://atseis.com/hpgen/HPB/shop/shopguide.html,https://cart0.shopserve.jp/atseis.ca/FORM/contact.cgi?__utma=1.1328021691.1346205041.1346215825.1346222850.5&__utmb=1.79.10.1346222850&__utmc=1&__utmx=-&__utmz=1.1346205041.1.1.utmcsr=%28direct%29|utmccn=%28direct%29|utmcmd=%28none%29&__utmv=-&__utmk=192630954&_ga=2.115462464.733737001.1511749907-582192553.1511749907,1011001046484,-,-,未上場,-,-,1,-,-,-,-,インポートブランド衣料を販売するサイト「AtseiS」の運営を行う会社,小売業界の会社,その他アパレルショップ業界の会社,小売業界の会社,モール型eコマース業界の会社,スーツ販売・かばん・バッグ販売・財布販売・靴販売,BtoC,未計算,東京都渋谷区松濤１丁目２５番６－１０３号,150-0046,東京都,渋谷区松濤１丁目２５番６－１０３号,03-6407-2047,03-3468-5535,info@atseis.com,-
株式会社ユーケイ,ゆーけい,黄海東,http://u-king.co.jp/,https://u-king.co.jp/contact/,3010501026894,2007年9月,-,未上場,-,-,3,-,-,-,-,貴金属、電化製品およびPC周辺機器の通販事業を行う会社,小売業界の会社,ジュエリーショップ業界の会社,小売業界の会社,モール型eコマース業界の会社,オフィス機器・OA機器販売・貴金属販売・アクセサリー販売・時計販売・家電販売,BtoC,未計算,東京都台東区上野３丁目３番６号１階,110-0005,東京都,台東区上野３丁目３番６号１階,03-3832-6638,03-5846-1686,-,-
日中貿易有限会社,にっちゅうぼうえき,羅廣毅,http://ncboeki.com/,http://ncboeki.com/%E3%81%8A%E5%95%8F%E5%90%88%E3%81%9B%E3%83%BB%E3%81%94%E6%B3%A8%E6%96%87/,5012302003674,2000年7月,-,未上場,-,-,1,-,-,-,-,アジア各国の食品や雑貨の卸売や販売を行う会社,商社業界の会社,その他食品専門商社業界の会社,小売業界の会社,輸入雑貨販売業界の会社・モール型eコマース業界の会社,輸入食品卸売・輸入食品販売・輸入雑貨卸売・通信販売,BtoC　BtoB,未計算,東京都町田市金森２丁目３８番８号ウィングコート金森２０３,194-0012,東京都,町田市金森２丁目３８番８号ウィングコート金森２０３,042-727-9007,042-727-9007,nicchuboeki@hotmail.co.jp,-
株式会社アクア,あくあ,佐々木由,https://aqua-store.shop/,https://aqua-store.shop/contact/index,4013301012972,1950年6月,-,未上場,18000000,-,2,-,-,-,-,女性向けの美容液の開発・製造・販売を行う会社,小売業界の会社,化粧品販売業界の会社,小売業界の会社・食品業界の会社,自社型eコマース業界の会社・健康食品業界の会社,健康食品製造・健康食品開発・健康食品販売・通信販売,BtoC,未計算,東京都豊島区東池袋１丁目３番６号,170-0013,東京都,豊島区東池袋１丁目３番６号,03-5957-7400,03-3989-1844,info@aqua-egf.com,-
喜久屋商事株式会社,きくやしょうじ,長岡勝廣,http://www.kikuyashoji.co.jp/,https://secure.shop-pro.jp/?mode=inq&shop_id=PA01265366,5010501003009,1948年,-,未上場,-,-,-,-,-,1,-,カメラと時計の販売および質店とギャラリーの運営をする会社,小売業界の会社,その他小売業界の会社,小売業界の会社・金融業界の会社,自社型eコマース業界の会社・貸金業界の会社,ギャラリー・画廊運営・カメラ買取・時計販売・質屋運営・ブランド品買取・カメラ販売,BtoC,未計算,東京都台東区上野６丁目２番１４号,110-0005,東京都,台東区上野６丁目２番１４号,03-3835-0741,03-3839-0320,webmaster@kikuyashoji.co.jp,-
